"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101796663
"3","I",1,0,0,1010.65405325416
"4","R",1,0,0,1912032.75334607
"5","D",1,0,0,19.6714616062815
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.208520236771
"8","mu_S",1,0,0,60.6394468941185
"9","mu_I",1,0,0,0.183810547348068
"10","mu_R",1,0,0,340.530481475106
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656381683
"13","I",2,0,0,952.03727459998
"14","R",2,0,0,1911776.46423516
"15","D",2,0,0,38.1705505745448
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.545624113826
"18","mu_S",2,0,0,124.056848647838
"19","mu_I",2,0,0,0.356251132985836
"20","mu_R",2,0,0,695.596173573529
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700473565
"23","I",3,0,0,900.486649249069
"24","R",3,0,0,1911361.97925916
"25","D",3,0,0,55.6317942038482
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.972874444559
"28","mu_S",3,0,0,148.14009145571
"29","mu_I",3,0,0,0.401422734970028
"30","mu_R",3,0,0,829.145809433122
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.053109335
"33","I",4,0,0,855.762954220816
"34","R",4,0,0,1910875.53711296
"35","D",4,0,0,72.1862069015706
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549209044
"38","mu_S",4,0,0,157.443872802017
"39","mu_I",4,0,0,0.403963077286746
"40","mu_R",4,0,0,879.568014665355
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.402956306
"43","I",5,0,0,817.621931927237
"44","R",5,0,0,1910351.37824898
"45","D",5,0,0,87.9601697376161
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.618542299871
"48","mu_S",5,0,0,161.18866851017
"49","mu_I",5,0,0,0.39346416587034
"50","mu_R",5,0,0,898.751001572968
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.013778627
"53","I",6,0,0,785.87360727193
"54","R",6,0,0,1909804.18822207
"55","D",6,0,0,103.075940079375
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431745443
"58","mu_S",6,0,0,162.836803715651
"59","mu_I",6,0,0,0.380272853769928
"60","mu_R",6,0,0,906.151740112173
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.838108597
"63","I",7,0,0,760.406544906245
"64","R",7,0,0,1909241.28738636
"65","D",7,0,0,117.652917073097
"66","model_pop",7,0,0,2254129.9218348
"67","infection",7,0,0,335.644644553189
"68","mu_S",7,0,0,163.688083258288
"69","mu_I",7,0,0,0.368010220268579
"70","mu_R",7,0,0,909.067555413368
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344722.292457995
"73","I",8,0,0,741.19011042365
"74","R",8,0,0,1908667.22616284
"75","D",8,0,0,131.809144562565
"76","model_pop",8,0,0,2254130.86751909
"77","infection",8,0,0,331.472720762566
"78","mu_S",8,0,0,164.229987620762
"79","mu_I",8,0,0,0.357955706531191
"80","mu_R",8,0,0,910.236195572428
"81","N",9,0,0,2253055.37733873
"82","S",9,0,0,345317.540877956
"83","I",9,0,0,728.262216034777
"84","R",9,0,0,1908085.52859076
"85","D",9,0,0,145.662715862941
"86","model_pop",9,0,0,2254131.40447705
"87","infection",9,0,0,330.263904264532
"88","mu_S",9,0,0,164.644733556088
"89","mu_I",9,0,0,0.350582293661321
"90","mu_R",9,0,0,910.685217139575
"91","N",10,0,0,2253055.37733873
"92","S",10,0,0,345910.605423669
"93","I",10,0,0,721.707171427696
"94","R",10,0,0,1907499.35979732
"95","D",10,0,0,159.332855036307
"96","model_pop",10,0,0,2254131.71342404
"97","infection",10,0,0,332.092775948826
"98","mu_S",10,0,0,164.999736119498
"99","mu_I",10,0,0,0.346090237707035
"100","mu_R",10,0,0,910.800384579391
"101","N",11,0,0,2253055.37733873
"102","S",11,0,0,346498.424268686
"103","I",11,0,0,721.626095096923
"104","R",11,0,0,1906911.78120216
"105","D",11,0,0,172.940514398403
"106","model_pop",11,0,0,2254131.86093521
"107","infection",11,0,0,337.01902162794
"108","mu_S",11,0,0,165.319191136903
"109","mu_I",11,0,0,0.344586592250408
"110","mu_R",11,0,0,910.726447164268
"111","N",12,0,0,2253055.37733873
"112","S",12,0,0,347077.904790394
"113","I",12,0,0,728.100579683895
"114","R",12,0,0,1906325.84055722
"115","D",12,0,0,186.608356567009
"116","model_pop",12,0,0,2254131.87083702
"117","infection",12,0,0,345.065507596512
"118","mu_S",12,0,0,165.611028476553
"119","mu_I",12,0,0,0.346137810093726
"120","mu_R",12,0,0,910.517687978926
"121","N",13,0,0,2253055.37733873
"122","S",13,0,0,347645.99190184
"123","I",13,0,0,741.149320905244
"124","R",13,0,0,1905744.58750538
"125","D",13,0,0,200.459991938925
"126","model_pop",13,0,0,2254131.75146128
"127","infection",13,0,0,356.192823497849
"128","mu_S",13,0,0,165.877122838025
"129","mu_I",13,0,0,0.350775300832682
"130","mu_R",13,0,0,910.194723436793
"131","N",14,0,0,2253055.37733873
"132","S",14,0,0,348199.761147572
"133","I",14,0,0,760.677767178939
"134","R",14,0,0,1905171.04658589
"135","D",14,0,0,214.618338688749
"136","model_pop",14,0,0,2254131.50642883
"137","infection",14,0,0,370.270574315422
"138","mu_S",14,0,0,166.117237734498
"139","mu_I",14,0,0,0.358482113461542
"140","mu_R",14,0,0,909.766218672031
"141","N",15,0,0,2253055.37733873
"142","S",15,0,0,348736.539567054
"143","I",15,0,0,786.422948483485
"144","R",15,0,0,1904608.15807368
"145","D",15,0,0,229.202991275606
"146","model_pop",15,0,0,2254131.13932535
"147","infection",15,0,0,387.048001046965
"148","mu_S",15,0,0,166.330637252248
"149","mu_I",15,0,0,0.369171324510586
"150","mu_R",15,0,0,909.237508036125
"151","N",16,0,0,2253055.37733873
"152","S",16,0,0,349254.050144384
"153","I",16,0,0,817.899496955341
"154","R",16,0,0,1904058.69060152
"155","D",16,0,0,244.326558339037
"156","model_pop",16,0,0,2254130.65610568
"157","infection",16,0,0,406.129643065043
"158","mu_S",16,0,0,166.516837386302
"159","mu_I",16,0,0,0.382661698808985
"160","mu_R",16,0,0,908.614337991923
"161","N",17,0,0,2253055.37733873
"162","S",17,0,0,349750.566348318
"163","I",17,0,0,854.357742060363
"164","R",17,0,0,1903525.13024117
"165","D",17,0,0,260.090088548989
"166","model_pop",17,0,0,2254130.06656184
"167","infection",17,0,0,426.964820117483
"168","mu_S",17,0,0,166.67603373037
"169","mu_I",17,0,0,0.398655969471521
"170","mu_R",17,0,0,907.904749184963
"171","N",18,0,0,2253055.37733873
"172","S",18,0,0,350225.052837708
"173","I",18,0,0,894.768955352868
"174","R",18,0,0,1903009.55550942
"175","D",18,0,0,276.57794770792
"176","model_pop",18,0,0,2254129.38519733
"177","infection",18,0,0,448.861189328129
"178","mu_S",18,0,0,166.809379062763
"179","mu_I",18,0,0,0.416728387589189
"180","mu_R",18,0,0,907.120120238208
"181","N",19,0,0,2253055.37733873
"182","S",19,0,0,350677.260040887
"183","I",19,0,0,937.85381871227
"184","R",19,0,0,1902513.51456081
"185","D",19,0,0,293.85280671091
"186","model_pop",19,0,0,2254128.6314469
"187","infection",19,0,0,471.030716469655
"188","mu_S",19,0,0,166.919138133042
"189","mu_I",19,0,0,0.436329059403082
"190","mu_R",19,0,0,906.275613656108
"191","N",20,0,0,2253055.37733873
"192","S",20,0,0,351107.738526729
"193","I",20,0,0,982.16547035252
"194","R",20,0,0,1902037.92715165
"195","D",20,0,0,311.951663960538
"196","model_pop",20,0,0,2254127.82905426
"197","infection",20,0,0,492.669881441034
"198","mu_S",20,0,0,167.008690498878
"199","mu_I",20,0,0,0.456811484542513
"200","mu_R",20,0,0,905.389970230711
"201","N",21,0,0,2253055.37733873
"202","S",21,0,0,351517.747814834
"203","I",21,0,0,1026.22700506737
"204","R",21,0,0,1901583.03674023
"205","D",21,0,0,330.883938317499
"206","model_pop",21,0,0,2254127.0044739
"207","infection",21,0,0,513.065426220844
"208","mu_S",21,0,0,167.082343455677
"209","mu_I",21,0,0,0.477485696055708
"210","mu_R",21,0,0,904.484542873213
"211","N",22,0,0,2253055.37733873
"212","S",22,0,0,351909.054279218
"213","I",22,0,0,1068.70705031883
"214","R",22,0,0,1901148.43451853
"215","D",22,0,0,350.63251776094
"216","model_pop",22,0,0,2254126.18435381
"217","infection",22,0,0,531.705651598636
"218","mu_S",22,0,0,167.144941798397
"219","mu_I",22,0,0,0.497692730949146
"220","mu_R",22,0,0,903.581555868152
"221","N",23,0,0,2253055.37733873
"222","S",23,0,0,352283.639771681
"223","I",23,0,0,1108.60135729503
"224","R",23,0,0,1900733.16614091
"225","D",23,0,0,371.158191851318
"226","model_pop",23,0,0,2254125.39242292
"227","infection",23,0,0,548.370256796345
"228","mu_S",23,0,0,167.201308522483
"229","mu_I",23,0,0,0.516888638739238
"230","mu_R",23,0,0,902.701764714315
"231","N",24,0,0,2253055.37733873
"232","S",24,0,0,352643.367775771
"233","I",24,0,0,1145.38012541542
"234","R",24,0,0,1900335.91518491
"235","D",24,0,0,392.407207768885
"236","model_pop",24,0,0,2254124.64635073
"237","infection",24,0,0,563.173449918531
"238","mu_S",24,0,0,167.255603772667
"239","mu_I",24,0,0,0.534720805375942
"240","mu_R",24,0,0,901.861901071484
"241","N",25,0,0,2253055.37733873
"242","S",25,0,0,352989.66778762
"243","I",25,0,0,1179.0648621404
"244","R",25,0,0,1899955.2395106
"245","D",25,0,0,414.320959298401
"246","model_pop",25,0,0,2254123.95525805
"247","infection",25,0,0,576.546319132771
"248","mu_S",25,0,0,167.310726800032
"249","mu_I",25,0,0,0.551078748666309
"250","mu_R",25,0,0,901.072426439844
