"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101843414
"3","I",1,0,0,1010.65405328298
"4","R",1,0,0,1912032.75329929
"5","D",1,0,0,19.6714616059156
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.208520251614
"8","mu_S",1,0,0,60.6394469024815
"9","mu_I",1,0,0,0.183810547353211
"10","mu_R",1,0,0,340.53048146697
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656428402
"13","I",2,0,0,952.037274630102
"14","R",2,0,0,1911776.46418841
"15","D",2,0,0,38.1705505738952
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.545624128903
"18","mu_S",2,0,0,124.056848664841
"19","mu_I",2,0,0,0.356251132996585
"20","mu_R",2,0,0,695.596173556515
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700520248
"23","I",3,0,0,900.486649280073
"24","R",3,0,0,1911361.97921245
"25","D",3,0,0,55.6317942029824
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.972874459728
"28","mu_S",3,0,0,148.140091475979
"29","mu_I",3,0,0,0.401422734983332
"30","mu_R",3,0,0,829.145809412918
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.053155982
"33","I",4,0,0,855.762954252371
"34","R",4,0,0,1910875.53706628
"35","D",4,0,0,72.1862069005432
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549224216
"38","mu_S",4,0,0,157.443872823553
"39","mu_I",4,0,0,0.403963077301302
"40","mu_R",4,0,0,879.568014644193
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.403002916
"43","I",5,0,0,817.621931959104
"44","R",5,0,0,1910351.37820234
"45","D",5,0,0,87.9601697364706
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.618542315004
"48","mu_S",5,0,0,161.188668532139
"49","mu_I",5,0,0,0.39346416588535
"50","mu_R",5,0,0,898.751001551217
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.013825199
"53","I",6,0,0,785.873607303956
"54","R",6,0,0,1909804.18817547
"55","D",6,0,0,103.075940078146
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431760532
"58","mu_S",6,0,0,162.836803737766
