"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101845118
"3","I",1,0,0,1010.65405328423
"4","R",1,0,0,1912032.75329759
"5","D",1,0,0,19.6714616059068
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.208520252209
"8","mu_S",1,0,0,60.6394469027968
"9","mu_I",1,0,0,0.183810547353471
"10","mu_R",1,0,0,340.530481466732
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656430105
"13","I",2,0,0,952.037274631357
"14","R",2,0,0,1911776.46418671
"15","D",2,0,0,38.1705505738798
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.545624129493
"18","mu_S",2,0,0,124.056848665496
"19","mu_I",2,0,0,0.356251132997142
"20","mu_R",2,0,0,695.596173556092
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700521949
"23","I",3,0,0,900.486649281325
"24","R",3,0,0,1911361.97921074
"25","D",3,0,0,55.6317942029621
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.97287446031
"28","mu_S",3,0,0,148.140091476717
"29","mu_I",3,0,0,0.401422734983876
"30","mu_R",3,0,0,829.145809412179
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.053157682
"33","I",4,0,0,855.762954253614
"34","R",4,0,0,1910875.53706458
"35","D",4,0,0,72.1862069005193
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.36054922479
"38","mu_S",4,0,0,157.443872824335
"39","mu_I",4,0,0,0.403963077301877
"40","mu_R",4,0,0,879.56801464341
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.403004615
"43","I",5,0,0,817.621931960335
"44","R",5,0,0,1910351.37820064
"45","D",5,0,0,87.9601697364443
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.61854231557
"48","mu_S",5,0,0,161.188668532903
"49","mu_I",5,0,0,0.393464165885846
"50","mu_R",5,0,0,898.751001550219
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.013826897
"53","I",6,0,0,785.873607305174
"54","R",6,0,0,1909804.18817377
"55","D",6,0,0,103.075940078118
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431761091
"58","mu_S",6,0,0,162.836803738619
"59","mu_I",6,0,0,0.380272853785809
"60","mu_R",6,0,0,906.151740089577
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.838156828
"63","I",7,0,0,760.406544939559
"64","R",7,0,0,1909241.2873381
"65","D",7,0,0,117.652917071781
"66","model_pop",7,0,0,2254129.9218348
"67","infection",7,0,0,335.64464456881
"68","mu_S",7,0,0,163.688083281259
"69","mu_I",7,0,0,0.368010220284427
"70","mu_R",7,0,0,909.067555390381
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344722.292506188
"73","I",8,0,0,741.19011045702
"74","R",8,0,0,1908667.22611461
"75","D",8,0,0,131.809144561213
"76","model_pop",8,0,0,2254130.86751909
"77","infection",8,0,0,331.472720778202
"78","mu_S",8,0,0,164.229987643751
"79","mu_I",8,0,0,0.357955706547094
"80","mu_R",8,0,0,910.236195549424
"81","N",9,0,0,2253055.37733873
"82","S",9,0,0,345317.54092611
"83","I",9,0,0,728.262216068236
"84","R",9,0,0,1908085.52854257
"85","D",9,0,0,145.662715861567
"86","model_pop",9,0,0,2254131.40447705
"87","infection",9,0,0,330.263904280235
"88","mu_S",9,0,0,164.644733579077
"89","mu_I",9,0,0,0.350582293677272
"90","mu_R",9,0,0,910.685217116571
"91","N",10,0,0,2253055.37733873
"92","S",10,0,0,345910.605471784
"93","I",10,0,0,721.707171461308
