"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101844861
"3","I",1,0,0,1010.65405328456
"4","R",1,0,0,1912032.75329784
"5","D",1,0,0,19.671461605922
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.208520252283
"8","mu_S",1,0,0,60.6394469027392
"9","mu_I",1,0,0,0.183810547353497
"10","mu_R",1,0,0,340.530481466712
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656429847
"13","I",2,0,0,952.037274631598
"14","R",2,0,0,1911776.46418697
"15","D",2,0,0,38.1705505739079
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.54562412954
"18","mu_S",2,0,0,124.056848665378
"19","mu_I",2,0,0,0.356251132997176
"20","mu_R",2,0,0,695.596173556054
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700521692
"23","I",3,0,0,900.486649281494
"24","R",3,0,0,1911361.979211
"25","D",3,0,0,55.6317942030012
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.972874460334
"28","mu_S",3,0,0,148.140091476605
"29","mu_I",3,0,0,0.401422734983964
"30","mu_R",3,0,0,829.145809412291
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.053157425
"33","I",4,0,0,855.762954253724
"34","R",4,0,0,1910875.53706484
"35","D",4,0,0,72.1862069005679
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549224796
"38","mu_S",4,0,0,157.443872824229
"39","mu_I",4,0,0,0.403963077301972
"40","mu_R",4,0,0,879.568014643594
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.403004358
"43","I",5,0,0,817.621931960396
"44","R",5,0,0,1910351.37820089
"45","D",5,0,0,87.9601697365009
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.618542315561
"48","mu_S",5,0,0,161.188668532758
"49","mu_I",5,0,0,0.393464165885829
"50","mu_R",5,0,0,898.751001550208
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.01382664
"53","I",6,0,0,785.873607305195
"54","R",6,0,0,1909804.18817402
"55","D",6,0,0,103.075940078182
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431761069
"58","mu_S",6,0,0,162.836803738473
"59","mu_I",6,0,0,0.380272853785774
"60","mu_R",6,0,0,906.151740089568
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.838156571
"63","I",7,0,0,760.406544939547
"64","R",7,0,0,1909241.28733835
"65","D",7,0,0,117.652917071851
"66","model_pop",7,0,0,2254129.9218348
"67","infection",7,0,0,335.644644568778
"68","mu_S",7,0,0,163.688083281136
"69","mu_I",7,0,0,0.368010220284429
"70","mu_R",7,0,0,909.067555390503
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344722.292505931
"73","I",8,0,0,741.190110456979
"74","R",8,0,0,1908667.22611487
"75","D",8,0,0,131.809144561288
"76","model_pop",8,0,0,2254130.86751909
"77","infection",8,0,0,331.472720778161
"78","mu_S",8,0,0,164.229987643605
"79","mu_I",8,0,0,0.357955706547029
"80","mu_R",8,0,0,910.236195549415
"81","N",9,0,0,2253055.37733873
"82","S",9,0,0,345317.540925853
"83","I",9,0,0,728.262216068171
"84","R",9,0,0,1908085.52854283
"85","D",9,0,0,145.662715861647
"86","model_pop",9,0,0,2254131.40447705
"87","infection",9,0,0,330.263904280186
"88","mu_S",9,0,0,164.644733578966
"89","mu_I",9,0,0,0.350582293677271
"90","mu_R",9,0,0,910.685217116759
"91","N",10,0,0,2253055.37733873
"92","S",10,0,0,345910.605471528
"93","I",10,0,0,721.707171461221
"94","R",10,0,0,1907499.35974943
"95","D",10,0,0,159.332855035007
"96","model_pop",10,0,0,2254131.71342404
"97","infection",10,0,0,332.092775964591
"98","mu_S",10,0,0,164.999736142391
"99","mu_I",10,0,0,0.346090237723088
"100","mu_R",10,0,0,910.800384556715
"101","N",11,0,0,2253055.37733873
"102","S",11,0,0,346498.424316506
"103","I",11,0,0,721.626095130658
"104","R",11,0,0,1906911.78115431
"105","D",11,0,0,172.940514397102
"106","model_pop",11,0,0,2254131.86093521
"107","infection",11,0,0,337.019021643862
"108","mu_S",11,0,0,165.319191159736
"109","mu_I",11,0,0,0.344586592266446
"110","mu_R",11,0,0,910.726447141342
"111","N",12,0,0,2253055.37733873
"112","S",12,0,0,347077.904838176
"113","I",12,0,0,728.100579717913
"114","R",12,0,0,1906325.8405094
"115","D",12,0,0,186.60835656571
"116","model_pop",12,0,0,2254131.87083702
"117","infection",12,0,0,345.065507612624
"118","mu_S",12,0,0,165.611028499404
"119","mu_I",12,0,0,0.346137810109957
"120","mu_R",12,0,0,910.517687956214
"121","N",13,0,0,2253055.37733873
"122","S",13,0,0,347645.991949582
"123","I",13,0,0,741.149320939604
"124","R",13,0,0,1905744.58745761
"125","D",13,0,0,200.459991937624
"126","model_pop",13,0,0,2254131.75146128
"127","infection",13,0,0,356.192823514166
"128","mu_S",13,0,0,165.87712286088
"129","mu_I",13,0,0,0.350775300849113
"130","mu_R",13,0,0,910.194723414231
"131","N",14,0,0,2253055.37733873
"132","S",14,0,0,348199.761195274
"133","I",14,0,0,760.677767213674
"134","R",14,0,0,1905171.04653815
"135","D",14,0,0,214.61833868744
"136","model_pop",14,0,0,2254131.50642883
"137","infection",14,0,0,370.270574331939
"138","mu_S",14,0,0,166.117237757307
"139","mu_I",14,0,0,0.358482113478092
"140","mu_R",14,0,0,909.76621864936
"141","N",15,0,0,2253055.37733873
"142","S",15,0,0,348736.539614717
"143","I",15,0,0,786.422948518598
"144","R",15,0,0,1904608.15802599
"145","D",15,0,0,229.202991274275
"146","model_pop",15,0,0,2254131.13932535
"147","infection",15,0,0,387.048001063661
"148","mu_S",15,0,0,166.330637275008
"149","mu_I",15,0,0,0.36917132452726
"150","mu_R",15,0,0,909.237508013348
"151","N",16,0,0,2253055.37733873
"152","S",16,0,0,349254.050192008
"153","I",16,0,0,817.899496990805
"154","R",16,0,0,1904058.69055386
"155","D",16,0,0,244.326558337667
"156","model_pop",16,0,0,2254130.65610568
"157","infection",16,0,0,406.129643081883
"158","mu_S",16,0,0,166.516837409058
"159","mu_I",16,0,0,0.382661698825882
"160","mu_R",16,0,0,908.614337969305
"161","N",17,0,0,2253055.37733873
"162","S",17,0,0,349750.566395902
"163","I",17,0,0,854.357742096131
"164","R",17,0,0,1903525.13019355
"165","D",17,0,0,260.090088547555
"166","model_pop",17,0,0,2254130.06656184
"167","infection",17,0,0,426.964820134431
"168","mu_S",17,0,0,166.676033753084
"169","mu_I",17,0,0,0.398655969488541
"170","mu_R",17,0,0,907.90474916231
"171","N",18,0,0,2253055.37733873
"172","S",18,0,0,350225.052885253
"173","I",18,0,0,894.768955388894
"174","R",18,0,0,1903009.55546184
"175","D",18,0,0,276.577947706394
"176","model_pop",18,0,0,2254129.38519733
"177","infection",18,0,0,448.861189345163
"178","mu_S",18,0,0,166.809379085433
"179","mu_I",18,0,0,0.416728387606305
"180","mu_R",18,0,0,907.120120215521
"181","N",19,0,0,2253055.37733873
"182","S",19,0,0,350677.260088392
"183","I",19,0,0,937.853818748534
"184","R",19,0,0,1902513.51451327
"185","D",19,0,0,293.852806709261
"186","model_pop",19,0,0,2254128.6314469
"187","infection",19,0,0,471.030716486784
"188","mu_S",19,0,0,166.919138155726
"189","mu_I",19,0,0,0.436329059420431
"190","mu_R",19,0,0,906.275613633717
"191","N",20,0,0,2253055.37733873
"192","S",20,0,0,351107.738574193
"193","I",20,0,0,982.165470389057
"194","R",20,0,0,1902037.92710415
"195","D",20,0,0,311.951663958731
"196","model_pop",20,0,0,2254127.82905426
"197","infection",20,0,0,492.669881458317
"198","mu_S",20,0,0,167.008690521503
"199","mu_I",20,0,0,0.45681148455991
"200","mu_R",20,0,0,905.389970208224
"201","N",21,0,0,2253055.37733873
"202","S",21,0,0,351517.747862258
"203","I",21,0,0,1026.2270051043
"204","R",21,0,0,1901583.03669277
"205","D",21,0,0,330.883938315501
"206","model_pop",21,0,0,2254127.0044739
"207","infection",21,0,0,513.065426238395
"208","mu_S",21,0,0,167.082343478241
"209","mu_I",21,0,0,0.477485696073183
"210","mu_R",21,0,0,904.484542850631
"211","N",22,0,0,2253055.37733873
"212","S",22,0,0,351909.054326602
"213","I",22,0,0,1068.70705035635
"214","R",22,0,0,1901148.43447111
"215","D",22,0,0,350.632517758724
"216","model_pop",22,0,0,2254126.18435381
"217","infection",22,0,0,531.705651616625
"218","mu_S",22,0,0,167.144941820973
"219","mu_I",22,0,0,0.497692730966984
"220","mu_R",22,0,0,903.581555845869
"221","N",23,0,0,2253055.37733873
"222","S",23,0,0,352283.639819024
"223","I",23,0,0,1108.60135733344
"224","R",23,0,0,1900733.16609353
"225","D",23,0,0,371.15819184886
"226","model_pop",23,0,0,2254125.39242292
"227","infection",23,0,0,548.370256814982
