"","par_id","mat","row","col","default","current"
"1",0,"logit_Sp",0,0,-1.70474809223843,-1.72725917409852
"2",1,"logit_Ip",0,0,-8.51699317141357,-7.64589717223466
"3",2,"logit_CFP_min",0,0,-3.89182029811063,-5.21095855631858
"4",3,"logit_CFP_max",0,0,-2.94443897916644,-3.16747714223659
"5",4,"log_disp",0,0,1,3.49098128280669
"6",5,"log_CFP_mid",0,0,7.97837953111008,7.83897500275223
"7",6,"log_CFP_rate",0,0,-3.91202300542815,-3.8127502555272
"8",7,"b0",0,0,0,0.987996551663094
"9",8,"log_rbf_beta_sd",0,0,0,-1.84135873890207
"10",9,"log_rbf_fourrier_sd",0,0,0,-4.05808160388879
"11",10,"c",0,0,0,0.105011172222413
"12",11,"c",1,0,0,-0.0260906571165763
"13",12,"c",2,0,0,0.137607922932807
"14",13,"c",3,0,0,-0.0383529924807063
"15",14,"c",4,0,0,-0.0344022255945885
"16",15,"c",5,0,0,0.298365272641813
"17",16,"c",6,0,0,-0.193159071945052
"18",17,"c",7,0,0,0.221789099549748
"19",18,"c",8,0,0,-0.0942045356097795
"20",19,"c",9,0,0,0.0512687281668685
"21",20,"c",10,0,0,-0.060901640324886
"22",21,"c",11,0,0,0.123570618885253
"23",22,"c",12,0,0,-0.150995256031523
"24",23,"c",13,0,0,0.0217147208426879
"25",24,"c",14,0,0,-0.0614561279437161
"26",25,"c",15,0,0,-0.0693551811213402
"27",26,"c",16,0,0,-0.0737266961249758
"28",27,"c",17,0,0,-0.0193073850110284
"29",28,"c",18,0,0,-0.114126217458318
"30",29,"c",19,0,0,-0.0300510204844819
"31",30,"c",20,0,0,-0.0578761126519703
"32",31,"c",21,0,0,-0.0663746483901753
"33",32,"c",22,0,0,-0.212275037654996
"34",33,"c",23,0,0,-0.00693476558020079
"35",34,"c",24,0,0,-0.15076006649715
"36",35,"c",25,0,0,-0.141535852266191
"37",36,"c",26,0,0,-0.119292085722179
"38",37,"c",27,0,0,-0.277370983700579
"39",38,"c",28,0,0,-0.109325957342554
"40",39,"c",29,0,0,-0.293403872019547
"41",40,"c",30,0,0,-0.18408006639574
"42",41,"c",31,0,0,-0.277329949239033
"43",42,"c",32,0,0,-0.083749921530344
"44",43,"c",33,0,0,-0.216252703539941
"45",44,"c",34,0,0,-0.0794716553592512
"46",45,"c",35,0,0,0.0142994015616691
"47",46,"c",36,0,0,-0.00550441567207646
"48",47,"c",37,0,0,-0.0953428848547054
"49",48,"c",38,0,0,0.344217048899705
"50",49,"c",39,0,0,-0.0140693361598926
"51",50,"c",40,0,0,0.421907365463312
"52",51,"c",41,0,0,0.0589031042048414
"53",52,"c",42,0,0,0.25722874488543
"54",53,"c",43,0,0,0.0633295897573473
"55",54,"c",44,0,0,0.201135778370172
"56",55,"c",45,0,0,0.0108868478941481
"57",56,"c",46,0,0,0.162996852546962
"58",57,"c",47,0,0,0.0564275951245073
"59",58,"c",48,0,0,0.121091267544267
"60",59,"c",49,0,0,-0.0351491862628079
"61",60,"c",50,0,0,0.0656760138628675
"62",61,"c",51,0,0,-0.0441521934254525
"63",62,"c",52,0,0,-0.0829231268925492
"64",63,"c",53,0,0,0.00914615351162771
"65",64,"c",54,0,0,-0.13291770671005
"66",65,"c",55,0,0,-0.0196661249050859
"67",66,"c",56,0,0,-0.228011753948269
"68",67,"c",57,0,0,0.0112257160569126
"69",68,"c",58,0,0,-0.278475612104976
"70",69,"c",59,0,0,-0.046791168908333
"71",70,"c",60,0,0,-0.214699264128273
"72",71,"c",61,0,0,-0.201906390315345
"73",72,"c",62,0,0,-0.0951561510148079
"74",73,"c",63,0,0,-0.371939983446166
"75",74,"cos_coeffs_mat",0,0,0,-0.0694191845236426
"76",75,"cos_coeffs_mat",1,0,0,-0.0261051915593543
"77",76,"cos_coeffs_mat",2,0,0,-0.0312359554802468
"78",77,"cos_coeffs_mat",3,0,0,-0.039060083279807
"79",78,"cos_coeffs_mat",4,0,0,-0.014123083656052
"80",79,"cos_coeffs_mat",5,0,0,-0.0226699549040831
"81",80,"cos_coeffs_mat",6,0,0,-0.0331877405138872
"82",81,"cos_coeffs_mat",7,0,0,-0.0279084584575773
"83",82,"cos_coeffs_mat",8,0,0,-0.011361855054356
"84",83,"cos_coeffs_mat",9,0,0,-0.0185796090105432
"85",84,"cos_coeffs_mat",10,0,0,-0.0464083130060529
"86",85,"cos_coeffs_mat",11,0,0,-0.0420754242404154
"87",86,"cos_coeffs_mat",12,0,0,-0.0281927950247581
"88",87,"cos_coeffs_mat",13,0,0,-0.0230237925740521
"89",88,"cos_coeffs_mat",14,0,0,-0.0283802724924191
"90",89,"cos_coeffs_mat",15,0,0,-0.0288317751808397
"91",90,"cos_coeffs_mat",16,0,0,-0.0660414441950171
"92",91,"cos_coeffs_mat",17,0,0,-0.0493044312749068
"93",92,"cos_coeffs_mat",18,0,0,-0.0145341203594029
"94",93,"cos_coeffs_mat",19,0,0,-0.0268011918007911
"95",94,"cos_coeffs_mat",20,0,0,-0.053462335570022
"96",95,"cos_coeffs_mat",21,0,0,-0.0269563290351941
"97",96,"cos_coeffs_mat",22,0,0,-0.0349569511078986
"98",97,"cos_coeffs_mat",23,0,0,-0.03493751662676
"99",98,"cos_coeffs_mat",24,0,0,-0.040212819092993
"100",99,"cos_coeffs_mat",25,0,0,-0.0166979106385693
"101",100,"cos_coeffs_mat",26,0,0,-0.0270183648755849
"102",101,"cos_coeffs_mat",27,0,0,-0.0328164927665477
"103",102,"cos_coeffs_mat",28,0,0,-0.0487073688742455
"104",103,"cos_coeffs_mat",29,0,0,-0.0244399287775826
"105",104,"cos_coeffs_mat",30,0,0,-0.0173632185307062
"106",105,"cos_coeffs_mat",31,0,0,-0.0330623236783014
"107",106,"cos_coeffs_mat",32,0,0,-0.00557807426502992
"108",107,"cos_coeffs_mat",33,0,0,-0.02434662821107
"109",108,"cos_coeffs_mat",34,0,0,-0.0463082602860126
"110",109,"cos_coeffs_mat",35,0,0,-0.0252356310526329
"111",110,"cos_coeffs_mat",36,0,0,-0.0107264034281684
"112",111,"cos_coeffs_mat",37,0,0,-0.00998792936456645
"113",112,"cos_coeffs_mat",38,0,0,0.00520565286469938
"114",113,"cos_coeffs_mat",39,0,0,-0.000150461219969394
"115",114,"cos_coeffs_mat",40,0,0,-0.0250673703102179
"116",115,"cos_coeffs_mat",41,0,0,-0.0179256564480617
"117",116,"cos_coeffs_mat",42,0,0,0.0126592531791112
"118",117,"cos_coeffs_mat",43,0,0,0.00677888016712162
"119",118,"cos_coeffs_mat",44,0,0,-0.0156308817131744
"120",119,"cos_coeffs_mat",45,0,0,-0.00804062059385525
"121",120,"cos_coeffs_mat",46,0,0,-0.0116101813675441
"122",121,"cos_coeffs_mat",47,0,0,-0.0158285115851206
"123",122,"cos_coeffs_mat",48,0,0,0.00656805108156348
"124",123,"cos_coeffs_mat",49,0,0,0.00731123413790156
"125",124,"cos_coeffs_mat",50,0,0,-0.00871303121679526
"126",125,"cos_coeffs_mat",51,0,0,-0.0137466176686655
"127",126,"cos_coeffs_mat",52,0,0,-0.00982501473654044
"128",127,"cos_coeffs_mat",53,0,0,-0.0195362373022934
"129",128,"cos_coeffs_mat",54,0,0,-0.0322268304319833
"130",129,"cos_coeffs_mat",55,0,0,-0.0264765911926973
"131",130,"cos_coeffs_mat",56,0,0,-0.00909936579229081
"132",131,"cos_coeffs_mat",57,0,0,-0.00402484933893723
"133",132,"cos_coeffs_mat",58,0,0,-0.00705202875813326
"134",133,"cos_coeffs_mat",59,0,0,-0.016142790989715
"135",134,"cos_coeffs_mat",60,0,0,-0.0182345748961513
"136",135,"cos_coeffs_mat",61,0,0,-0.0117002720042308
"137",136,"cos_coeffs_mat",62,0,0,-0.0166645152279873
"138",137,"cos_coeffs_mat",63,0,0,-0.0188702626264578
"139",138,"cos_coeffs_mat",0,1,0,-0.0230964079371405
"140",139,"cos_coeffs_mat",1,1,0,-0.0128796175756165
"141",140,"cos_coeffs_mat",2,1,0,0.0010964996509829
"142",141,"cos_coeffs_mat",3,1,0,0.00452228995558002
"143",142,"cos_coeffs_mat",4,1,0,0.0179082619401431
"144",143,"cos_coeffs_mat",5,1,0,0.0272681813216636
"145",144,"cos_coeffs_mat",6,1,0,0.0153674881340166
"146",145,"cos_coeffs_mat",7,1,0,0.00482473987823689
"147",146,"cos_coeffs_mat",8,1,0,-0.00578517554606563
"148",147,"cos_coeffs_mat",9,1,0,-0.0143254475918514
"149",148,"cos_coeffs_mat",10,1,0,-0.0212828907974747
"150",149,"cos_coeffs_mat",11,1,0,-0.0277654620636117
"151",150,"cos_coeffs_mat",12,1,0,-0.0316783303422065
"152",151,"cos_coeffs_mat",13,1,0,-0.0349810787090777
"153",152,"cos_coeffs_mat",14,1,0,-0.026045410024463
"154",153,"cos_coeffs_mat",15,1,0,0.00390243800049987
"155",154,"cos_coeffs_mat",16,1,0,0.00846453820937164
"156",155,"cos_coeffs_mat",17,1,0,-0.00565044183608509
"157",156,"cos_coeffs_mat",18,1,0,-0.000574770375376196
"158",157,"cos_coeffs_mat",19,1,0,0.00569743326232125
"159",158,"cos_coeffs_mat",20,1,0,-0.0077985034505173
"160",159,"cos_coeffs_mat",21,1,0,-0.0120848714826772
"161",160,"cos_coeffs_mat",22,1,0,0.00512555332503821
"162",161,"cos_coeffs_mat",23,1,0,0.0173412766275144
"163",162,"cos_coeffs_mat",24,1,0,0.0175432604631354
"164",163,"cos_coeffs_mat",25,1,0,0.00735365200174031
"165",164,"cos_coeffs_mat",26,1,0,0.00421259238346399
"166",165,"cos_coeffs_mat",27,1,0,0.024382723114143
"167",166,"cos_coeffs_mat",28,1,0,0.0246164352751376
"168",167,"cos_coeffs_mat",29,1,0,-0.00175790830754442
"169",168,"cos_coeffs_mat",30,1,0,0.00520378021839843
"170",169,"cos_coeffs_mat",31,1,0,0.0134328598110796
"171",170,"cos_coeffs_mat",32,1,0,0.00371709791720664
"172",171,"cos_coeffs_mat",33,1,0,0.0117076060398336
"173",172,"cos_coeffs_mat",34,1,0,0.0206349825826265
"174",173,"cos_coeffs_mat",35,1,0,0.0120028762789835
