"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101453344
"3","I",1,0,0,1010.65405307679
"4","R",1,0,0,1912032.75368956
"5","D",1,0,0,19.6714616101754
"6","model_pop",1,0,0,2253858.07094204
"7","infection",1,0,0,421.208520137691
"8","mu_S",1,0,0,60.6394468327519
"9","mu_I",1,0,0,0.183810547317003
"10","mu_R",1,0,0,340.530481535106
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656038593
"13","I",2,0,0,952.037274406321
"14","R",2,0,0,1911776.46457844
"15","D",2,0,0,38.1705505815621
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.54562401076
"18","mu_S",2,0,0,124.056848522575
"19","mu_I",2,0,0,0.356251132916904
"20","mu_R",2,0,0,695.596173696222
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700130729
"23","I",3,0,0,900.486649043213
"24","R",3,0,0,1911361.9796022
"25","D",3,0,0,55.6317942133496
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.972874338946
"28","mu_S",3,0,0,148.140091306515
"29","mu_I",3,0,0,0.401422734882052
"30","mu_R",3,0,0,829.145809579533
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.052766764
"33","I",4,0,0,855.7629540061
"34","R",4,0,0,1910875.53745574
"35","D",4,0,0,72.1862069130334
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549101869
"38","mu_S",4,0,0,157.443872643951
"39","mu_I",4,0,0,0.40396307718899
"40","mu_R",4,0,0,879.568014821268
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.402614005
"43","I",5,0,0,817.621931706213
"44","R",5,0,0,1910351.3785915
"45","D",5,0,0,87.9601697506186
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.61854219172
"48","mu_S",5,0,0,161.188668348782
"49","mu_I",5,0,0,0.393464165767033
"50","mu_R",5,0,0,898.751001732441
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.013436597
"53","I",6,0,0,785.873607046392
"54","R",6,0,0,1909804.18856432
"55","D",6,0,0,103.07594009358
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431636571
"58","mu_S",6,0,0,162.836803553114
"59","mu_I",6,0,0,0.38027285366345
"60","mu_R",6,0,0,906.15174027342
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.83776684
"63","I",7,0,0,760.406544677308
"64","R",7,0,0,1909241.28772835
"65","D",7,0,0,117.652917088237
"66","model_pop",7,0,0,2254129.9218348
"67","infection",7,0,0,335.644644443593
"68","mu_S",7,0,0,163.688083095333
"69","mu_I",7,0,0,0.368010220159927
"70","mu_R",7,0,0,909.067555575189
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344722.292116511
"73","I",8,0,0,741.190110191859
"74","R",8,0,0,1908667.22650455
"75","D",8,0,0,131.809144578431
"76","model_pop",8,0,0,2254130.86751909
"77","infection",8,0,0,331.472720652061
"78","mu_S",8,0,0,164.229987457692
"79","mu_I",8,0,0,0.357955706420923
"80","mu_R",8,0,0,910.236195734445
"81","N",9,0,0,2253055.37733873
"82","S",9,0,0,345317.540536747
"83","I",9,0,0,728.262215800229
"84","R",9,0,0,1908085.5289322
"85","D",9,0,0,145.662715879372
"86","model_pop",9,0,0,2254131.40447705
"87","infection",9,0,0,330.263904152821
"88","mu_S",9,0,0,164.644733393078
"89","mu_I",9,0,0,0.350582293549767
"90","mu_R",9,0,0,910.685217301922
"91","N",10,0,0,2253055.37733873
"92","S",10,0,0,345910.605082736
"93","I",10,0,0,721.707171190173
"94","R",10,0,0,1907499.36013849
"95","D",10,0,0,159.332855053183
"96","model_pop",10,0,0,2254131.71342404
"97","infection",10,0,0,332.09277583556
"98","mu_S",10,0,0,164.999735956608
"99","mu_I",10,0,0,0.346090237594196
"100","mu_R",10,0,0,910.800384742006
"101","N",11,0,0,2253055.37733873
"102","S",11,0,0,346498.423928031
"103","I",11,0,0,721.626094856017
"104","R",11,0,0,1906911.78154306
"105","D",11,0,0,172.940514415641
"106","model_pop",11,0,0,2254131.86093521
"107","infection",11,0,0,337.019021512783
"108","mu_S",11,0,0,165.319190974073
"109","mu_I",11,0,0,0.344586592135954
"110","mu_R",11,0,0,910.726447326593
"111","N",12,0,0,2253055.37733873
"112","S",12,0,0,347077.90445002
"113","I",12,0,0,728.100579439125
"114","R",12,0,0,1906325.84089783
"115","D",12,0,0,186.608356584563
"116","model_pop",12,0,0,2254131.87083702
"117","infection",12,0,0,345.065507479185
"118","mu_S",12,0,0,165.611028313866
"119","mu_I",12,0,0,0.346137809977584
"120","mu_R",12,0,0,910.517688141263
"121","N",13,0,0,2253055.37733873
"122","S",13,0,0,347645.991561747
"123","I",13,0,0,741.149320656165
"124","R",13,0,0,1905744.58784572
"125","D",13,0,0,200.459991956784
"126","model_pop",13,0,0,2254131.75146128
"127","infection",13,0,0,356.192823378168
"128","mu_S",13,0,0,165.87712267554
"129","mu_I",13,0,0,0.350775300714719
"130","mu_R",13,0,0,910.194723599318
"131","N",14,0,0,2253055.37733873
"132","S",14,0,0,348199.760807763
"133","I",14,0,0,760.677766925225
"134","R",14,0,0,1905171.04692595
"135","D",14,0,0,214.618338706939
"136","model_pop",14,0,0,2254131.50642883
"137","infection",14,0,0,370.270574193324
"138","mu_S",14,0,0,166.117237572128
"139","mu_I",14,0,0,0.358482113341358
"140","mu_R",14,0,0,909.766218834133
"141","N",15,0,0,2253055.37733873
"142","S",15,0,0,348736.539227532
"143","I",15,0,0,786.42294822498
"144","R",15,0,0,1904608.15841346
"145","D",15,0,0,229.20299129419
"146","model_pop",15,0,0,2254131.13932535
"147","infection",15,0,0,387.048000922507
"148","mu_S",15,0,0,166.330637090072
"149","mu_I",15,0,0,0.369171324388207
"150","mu_R",15,0,0,909.237508198113
"151","N",16,0,0,2253055.37733873
"152","S",16,0,0,349254.049805151
"153","I",16,0,0,817.89949669207
"154","R",16,0,0,1904058.69094102
"155","D",16,0,0,244.326558358118
"156","model_pop",16,0,0,2254130.65610568
"157","infection",16,0,0,406.129642938375
"158","mu_S",16,0,0,166.516837224351
"159","mu_I",16,0,0,0.382661698684421
"160","mu_R",16,0,0,908.614338153844
"161","N",17,0,0,2253055.37733873
"162","S",17,0,0,349750.566009375
"163","I",17,0,0,854.357741792486
"164","R",17,0,0,1903525.13058038
"165","D",17,0,0,260.090088568707
"166","model_pop",17,0,0,2254130.06656184
"167","infection",17,0,0,426.964819988782
"168","mu_S",17,0,0,166.676033568589
"169","mu_I",17,0,0,0.398655969344663
"170","mu_R",17,0,0,907.904749346405
"171","N",18,0,0,2253055.37733873
"172","S",18,0,0,350225.052499058
"173","I",18,0,0,894.768955080574
"174","R",18,0,0,1903009.55584834
"175","D",18,0,0,276.57794772845
"176","model_pop",18,0,0,2254129.38519733
"177","infection",18,0,0,448.861189197506
"178","mu_S",18,0,0,166.809378901168
"179","mu_I",18,0,0,0.416728387460124
"180","mu_R",18,0,0,907.120120399156
"181","N",19,0,0,2253055.37733873
"182","S",19,0,0,350677.259702531
"183","I",19,0,0,937.853818435615
"184","R",19,0,0,1902513.51489945
"185","D",19,0,0,293.852806732452
"186","model_pop",19,0,0,2254128.6314469
"187","infection",19,0,0,471.030716337035
"188","mu_S",19,0,0,166.91913797173
"189","mu_I",19,0,0,0.43632905927209
"190","mu_R",19,0,0,906.275613817008
"191","N",20,0,0,2253055.37733873
"192","S",20,0,0,351107.738188669
"193","I",20,0,0,982.165470071242
"194","R",20,0,0,1902037.92748999
"195","D",20,0,0,311.9516639833
"196","model_pop",20,0,0,2254127.82905426
"197","infection",20,0,0,492.669881306054
"198","mu_S",20,0,0,167.008690337727
"199","mu_I",20,0,0,0.456811484409203
"200","mu_R",20,0,0,905.389970390832
"201","N",21,0,0,2253055.37733873
"202","S",21,0,0,351517.747477073
"203","I",21,0,0,1026.22700478072
"204","R",21,0,0,1901583.03707828
"205","D",21,0,0,330.883938341687
"206","model_pop",21,0,0,2254127.0044739
"207","infection",21,0,0,513.065426082778
"208","mu_S",21,0,0,167.082343294788
"209","mu_I",21,0,0,0.477485695920101
"210","mu_R",21,0,0,904.484543033073
"211","N",22,0,0,2253055.37733873
"212","S",22,0,0,351909.05394176
"213","I",22,0,0,1068.70705002545
"214","R",22,0,0,1901148.43485628
"215","D",22,0,0,350.632517786733
"216","model_pop",22,0,0,2254126.1843538
"217","infection",22,0,0,531.705651456398
"218","mu_S",22,0,0,167.144941637738
"219","mu_I",22,0,0,0.497692730810641
"220","mu_R",22,0,0,903.581556027553
"221","N",23,0,0,2253055.37733873
"222","S",23,0,0,352283.639434531
"223","I",23,0,0,1108.60135699297
"224","R",23,0,0,1900733.16647836
"225","D",23,0,0,371.158191878849
"226","model_pop",23,0,0,2254125.39242292
"227","infection",23,0,0,548.370256648574
"228","mu_S",23,0,0,167.201308362064
"229","mu_I",23,0,0,0.516888638597087
"230","mu_R",23,0,0,902.701764873324
"231","N",24,0,0,2253055.37733873
"232","S",24,0,0,352643.367438936
"233","I",24,0,0,1145.38012510229
"234","R",24,0,0,1900335.91552206
"235","D",24,0,0,392.407207798227
"236","model_pop",24,0,0,2254124.64635073
"237","infection",24,0,0,563.173449763741
"238","mu_S",24,0,0,167.255603612511
"239","mu_I",24,0,0,0.534720805229185
"240","mu_R",24,0,0,901.861901230235
"241","N",25,0,0,2253055.37733873
"242","S",25,0,0,352989.667451108
"243","I",25,0,0,1179.06486181354
"244","R",25,0,0,1899955.23984744
"245","D",25,0,0,414.320959329558
"246","model_pop",25,0,0,2254123.95525805
"247","infection",25,0,0,576.546318969545
"248","mu_S",25,0,0,167.310726640098
"249","mu_I",25,0,0,0.551078748513628
"250","mu_R",25,0,0,901.072426598146
"251","N",26,0,0,2253055.37733873
"252","S",26,0,0,353323.295551612
"253","I",26,0,0,1210.21454366578
"254","R",26,0,0,1899589.82369306
"255","D",26,0,0,436.846278800326
"256","model_pop",26,0,0,2254123.31847114
