"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101846461
"3","I",1,0,0,1010.65405328512
"4","R",1,0,0,1912032.75329624
"5","D",1,0,0,19.671461605894
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.20852025266
"8","mu_S",1,0,0,60.6394469030125
"9","mu_I",1,0,0,0.183810547353553
"10","mu_R",1,0,0,340.530481466361
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656431447
"13","I",2,0,0,952.037274632277
"14","R",2,0,0,1911776.46418537
"15","D",2,0,0,38.1705505738566
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.545624129951
"18","mu_S",2,0,0,124.056848665949
"19","mu_I",2,0,0,0.35625113299737
"20","mu_R",2,0,0,695.596173555406
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.70052329
"23","I",3,0,0,900.48664928227
"24","R",3,0,0,1911361.9792094
"25","D",3,0,0,55.6317942029307
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.972874460771
"28","mu_S",3,0,0,148.140091477299
"29","mu_I",3,0,0,0.40142273498428
"30","mu_R",3,0,0,829.145809411597
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.053159021
"33","I",4,0,0,855.762954254574
"34","R",4,0,0,1910875.53706324
"35","D",4,0,0,72.1862069004815
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549225251
"38","mu_S",4,0,0,157.443872824976
"39","mu_I",4,0,0,0.403963077302377
"40","mu_R",4,0,0,879.568014642924
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.403005953
"43","I",5,0,0,817.621931961304
"44","R",5,0,0,1910351.3781993
"45","D",5,0,0,87.9601697364013
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.61854231603
"48","mu_S",5,0,0,161.188668533533
"49","mu_I",5,0,0,0.393464165886301
"50","mu_R",5,0,0,898.751001549589
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.013828234
"53","I",6,0,0,785.873607306148
"54","R",6,0,0,1909804.18817243
"55","D",6,0,0,103.075940078071
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431761549
"58","mu_S",6,0,0,162.836803739242
"59","mu_I",6,0,0,0.380272853786242
"60","mu_R",6,0,0,906.151740088877
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.838158165
"63","I",7,0,0,760.406544940536
