"","par_id","mat","row","col","default","current"
"1",0,"logit_Sp",0,0,-1.70474809223843,-1.7412000055167
"2",1,"logit_Ip",0,0,-8.51699317141357,-7.62613227321968
"3",2,"logit_CFP_min",0,0,-5.29330482472449,-5.7040009077442
"4",3,"logit_CFP_max",0,0,-3.66356164612965,-3.15523876359358
"5",4,"log_disp",0,0,1,3.47071238012965
"6",5,"log_CFP_mid",0,0,7.97837953111008,8.0114421678422
"7",6,"log_CFP_rate",0,0,-3.91202300542815,-2.61618361335588
"8",7,"b0",0,0,0,0.950375244220645
"9",8,"log_rbf_beta_sd",0,0,0,-1.77401039188744
"10",9,"log_rbf_fourrier_sd",0,0,0,-4.04615801972992
"11",10,"c",0,0,0,0.139597233820527
"12",11,"c",1,0,0,-0.0142139355163567
"13",12,"c",2,0,0,0.15805781493766
"14",13,"c",3,0,0,-0.0232225100448314
"15",14,"c",4,0,0,-0.0180126096380489
"16",15,"c",5,0,0,0.315954726058896
"17",16,"c",6,0,0,-0.181126222004575
"18",17,"c",7,0,0,0.242776375209711
"19",18,"c",8,0,0,-0.0922968957772205
"20",19,"c",9,0,0,0.0770120426236022
"21",20,"c",10,0,0,-0.0601697135599161
"22",21,"c",11,0,0,0.14214704835997
"23",22,"c",12,0,0,-0.145236331913429
"24",23,"c",13,0,0,0.0378897031314846
"25",24,"c",14,0,0,-0.057775806971276
"26",25,"c",15,0,0,-0.0560573237611541
"27",26,"c",16,0,0,-0.0643381592536185
"28",27,"c",17,0,0,-0.0187171957404299
"29",28,"c",18,0,0,-0.100040817792587
"30",29,"c",19,0,0,-0.0284429016863707
"31",30,"c",20,0,0,-0.0513801317324123
"32",31,"c",21,0,0,-0.0583591601243644
"33",32,"c",22,0,0,-0.208918087680825
"34",33,"c",23,0,0,0.0112993865433937
"35",34,"c",24,0,0,-0.168207360591103
"36",35,"c",25,0,0,-0.101430822980002
"37",36,"c",26,0,0,-0.15234203808624
"38",37,"c",27,0,0,-0.216291684877006
"39",38,"c",28,0,0,-0.175739843372873
"40",39,"c",29,0,0,-0.178660776783713
"41",40,"c",30,0,0,-0.335070655125086
"42",41,"c",31,0,0,-0.0803490096910544
"43",42,"c",32,0,0,-0.461948040482294
"44",43,"c",33,0,0,-0.139343702388551
"45",44,"c",34,0,0,-0.355215451121378
"46",45,"c",35,0,0,-0.391342982306089
"47",46,"c",36,0,0,-0.189157648967496
"48",47,"c",37,0,0,-0.526406447209509
"49",48,"c",38,0,0,0.0356789359950622
"50",49,"c",39,0,0,-0.294282833109624
"51",50,"c",40,0,0,0.116436206347699
"52",51,"c",41,0,0,-0.0961200099316902
"53",52,"c",42,0,0,0.0505570651370376
"54",53,"c",43,0,0,-0.00823291117004112
"55",54,"c",44,0,0,0.0883900295799948
"56",55,"c",45,0,0,0.00428633759683384
"57",56,"c",46,0,0,0.112671986978186
"58",57,"c",47,0,0,0.178055227343037
"59",58,"c",48,0,0,0.15936430952314
"60",59,"c",49,0,0,0.0874734768834544
"61",60,"c",50,0,0,0.0915540480673934
"62",61,"c",51,0,0,0.112439371591836
