"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101506474
"3","I",1,0,0,1010.65405306781
"4","R",1,0,0,1912032.75363644
"5","D",1,0,0,19.6714616088287
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.208520141655
"8","mu_S",1,0,0,60.6394468423091
"9","mu_I",1,0,0,0.18381054731509
"10","mu_R",1,0,0,340.530481526172
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656091696
"13","I",2,0,0,952.037274406076
"14","R",2,0,0,1911776.46452534
"15","D",2,0,0,38.1705505791146
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.545624017385
"18","mu_S",2,0,0,124.056848542017
"19","mu_I",2,0,0,0.356251132915697
"20","mu_R",2,0,0,695.596173677557
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700183801
"23","I",3,0,0,900.486649050075
"24","R",3,0,0,1911361.97954912
"25","D",3,0,0,55.6317942100073
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.972874347635
"28","mu_S",3,0,0,148.140091329683
"29","mu_I",3,0,0,0.401422734883932
"30","mu_R",3,0,0,829.145809557295
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.052819801
"33","I",4,0,0,855.762954018679
"34","R",4,0,0,1910875.53740269
"35","D",4,0,0,72.1862069089668
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549112156
"38","mu_S",4,0,0,157.443872668498
"39","mu_I",4,0,0,0.403963077193834
"40","mu_R",4,0,0,879.56801479757
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.402667006
"43","I",5,0,0,817.621931723363
"44","R",5,0,0,1910351.37853848
"45","D",5,0,0,87.9601697459671
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.618542203257
"48","mu_S",5,0,0,161.188668373816
"49","mu_I",5,0,0,0.393464165774282
"50","mu_R",5,0,0,898.75100170802
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.01348956
"53","I",6,0,0,785.8736070672
"54","R",6,0,0,1909804.18851134
"55","D",6,0,0,103.075940088458
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431649111
"58","mu_S",6,0,0,162.836803578343
"59","mu_I",6,0,0,0.380272853672692
"60","mu_R",6,0,0,906.151740248803
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.837819764
"63","I",7,0,0,760.406544701071
"64","R",7,0,0,1909241.2876754
"65","D",7,0,0,117.652917082734
"66","model_pop",7,0,0,2254129.9218348
"67","infection",7,0,0,335.644644456972
"68","mu_S",7,0,0,163.688083120609
"69","mu_I",7,0,0,0.368010220170709
"70","mu_R",7,0,0,909.067555550368
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344722.292169396
"73","I",8,0,0,741.190110218056
"74","R",8,0,0,1908667.22645164
"75","D",8,0,0,131.809144572623
"76","model_pop",8,0,0,2254130.86751909
"77","infection",8,0,0,331.472720666174
"78","mu_S",8,0,0,164.229987483013
"79","mu_I",8,0,0,0.357955706433051
"80","mu_R",8,0,0,910.236195709733
"81","N",9,0,0,2253055.37733873
"82","S",9,0,0,345317.540589592
"83","I",9,0,0,728.26221582849
"84","R",9,0,0,1908085.52887933
"85","D",9,0,0,145.662715873317
"86","model_pop",9,0,0,2254131.40447705
"87","infection",9,0,0,330.263904167611
"88","mu_S",9,0,0,164.644733418341
"89","mu_I",9,0,0,0.350582293562844
"90","mu_R",9,0,0,910.685217276878
"91","N",10,0,0,2253055.37733873
"92","S",10,0,0,345910.60513554
"93","I",10,0,0,721.707171220241
"94","R",10,0,0,1907499.36008566
"95","D",10,0,0,159.332855046928
"96","model_pop",10,0,0,2254131.71342404
"97","infection",10,0,0,332.092775850997
"98","mu_S",10,0,0,164.999735981851
"99","mu_I",10,0,0,0.346090237608175
"100","mu_R",10,0,0,910.800384716905
"101","N",11,0,0,2253055.37733873
"102","S",11,0,0,346498.423980794
"103","I",11,0,0,721.62609488772
"104","R",11,0,0,1906911.78149026
"105","D",11,0,0,172.940514409221
"106","model_pop",11,0,0,2254131.86093521
"107","infection",11,0,0,337.01902152885
"108","mu_S",11,0,0,165.319190999302
"109","mu_I",11,0,0,0.344586592150756
"110","mu_R",11,0,0,910.726447301504
"111","N",12,0,0,2253055.37733873
"112","S",12,0,0,347077.90450274
"113","I",12,0,0,728.100579472344
"114","R",12,0,0,1906325.84084508
"115","D",12,0,0,186.608356578006
"116","model_pop",12,0,0,2254131.87083702
"117","infection",12,0,0,345.065507495868
"118","mu_S",12,0,0,165.611028339125
"119","mu_I",12,0,0,0.346137809993239
"120","mu_R",12,0,0,910.517688116454
"121","N",13,0,0,2253055.37733873
"122","S",13,0,0,347645.991614426
"123","I",13,0,0,741.149320690808
"124","R",13,0,0,1905744.58779301
"125","D",13,0,0,200.459991950105
"126","model_pop",13,0,0,2254131.75146128
"127","infection",13,0,0,356.192823395444
"128","mu_S",13,0,0,165.87712270067
"129","mu_I",13,0,0,0.350775300730849
"130","mu_R",13,0,0,910.194723573939
"131","N",14,0,0,2253055.37733873
"132","S",14,0,0,348199.760860399
"133","I",14,0,0,760.677766961203
"134","R",14,0,0,1905171.04687328
"135","D",14,0,0,214.618338700149
"136","model_pop",14,0,0,2254131.50642883
"137","infection",14,0,0,370.270574211157
"138","mu_S",14,0,0,166.117237597317
"139","mu_I",14,0,0,0.358482113358322
"140","mu_R",14,0,0,909.766218809237
"141","N",15,0,0,2253055.37733873
"142","S",15,0,0,348736.539280124
"143","I",15,0,0,786.422948262196
"144","R",15,0,0,1904608.15836083
"145","D",15,0,0,229.20299128729
"146","model_pop",15,0,0,2254131.13932535
"147","infection",15,0,0,387.048000940844
"148","mu_S",15,0,0,166.330637115221
"149","mu_I",15,0,0,0.369171324405758
"150","mu_R",15,0,0,909.237508173179
"151","N",16,0,0,2253055.37733873
"152","S",16,0,0,349254.049857699
"153","I",16,0,0,817.899496730411
"154","R",16,0,0,1904058.69088843
"155","D",16,0,0,244.3265583511
"156","model_pop",16,0,0,2254130.65610568
"157","infection",16,0,0,406.129642957151
"158","mu_S",16,0,0,166.516837249445
