"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101845137
"3","I",1,0,0,1010.65405328412
"4","R",1,0,0,1912032.75329757
"5","D",1,0,0,19.6714616059031
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.208520252183
"8","mu_S",1,0,0,60.6394469027883
"9","mu_I",1,0,0,0.183810547353412
"10","mu_R",1,0,0,340.530481466663
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656430123
"13","I",2,0,0,952.037274631276
"14","R",2,0,0,1911776.46418669
"15","D",2,0,0,38.170550573873
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.545624129477
"18","mu_S",2,0,0,124.056848665491
"19","mu_I",2,0,0,0.356251132997072
"20","mu_R",2,0,0,695.59617355602
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700521968
"23","I",3,0,0,900.486649281267
"24","R",3,0,0,1911361.97921073
"25","D",3,0,0,55.6317942029528
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.972874460301
"28","mu_S",3,0,0,148.140091476725
"29","mu_I",3,0,0,0.401422734983845
"30","mu_R",3,0,0,829.145809412171
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.0531577
"33","I",4,0,0,855.762954253575
"34","R",4,0,0,1910875.53706456
"35","D",4,0,0,72.1862069005079
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549224787
"38","mu_S",4,0,0,157.443872824344
"39","mu_I",4,0,0,0.403963077301854
"40","mu_R",4,0,0,879.568014643401
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.403004633
"43","I",5,0,0,817.621931960311
"44","R",5,0,0,1910351.37820062
"45","D",5,0,0,87.9601697364312
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.618542315571
"48","mu_S",5,0,0,161.188668532912
"49","mu_I",5,0,0,0.393464165885832
"50","mu_R",5,0,0,898.75100155021
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.013826915
"53","I",6,0,0,785.873607305163
"54","R",6,0,0,1909804.18817375
"55","D",6,0,0,103.075940078104
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431761095
"58","mu_S",6,0,0,162.836803738628
"59","mu_I",6,0,0,0.380272853785801
"60","mu_R",6,0,0,906.151740089569
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.838156847
"63","I",7,0,0,760.406544939558
"64","R",7,0,0,1909241.28733808
"65","D",7,0,0,117.652917071766
"66","model_pop",7,0,0,2254129.9218348
"67","infection",7,0,0,335.644644568817
"68","mu_S",7,0,0,163.688083281267
"69","mu_I",7,0,0,0.368010220284424
"70","mu_R",7,0,0,909.067555390372
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344722.292506206
"73","I",8,0,0,741.190110457028
"74","R",8,0,0,1908667.22611459
"75","D",8,0,0,131.809144561196
"76","model_pop",8,0,0,2254130.86751909
"77","infection",8,0,0,331.472720778211
"78","mu_S",8,0,0,164.22998764376
