"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,679384.051874067
"3","I",1,0,0,856.424288190646
"4","R",1,0,0,1573488.72985946
"5","D",1,0,0,12.0508241020437
"6","model_pop",1,0,0,2253863.93236467
"7","infection",1,0,0,388.978566153134
"8","mu_S",1,0,0,121.846379538303
"9","mu_I",1,0,0,0.154478414772496
"10","mu_R",1,0,0,282.276692736257
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,679841.568013305
"13","I",2,0,0,843.256104829059
"14","R",2,0,0,1573297.1860718
"15","D",2,0,0,23.9109430994242
"16","model_pop",2,0,0,2254032.53357235
"17","infection",2,0,0,383.723157504885
"18","mu_S",2,0,0,248.91776103938
"19","mu_I",2,0,0,0.311098548510477
"20","mu_R",2,0,0,576.263910984535
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,680255.812776455
"23","I",3,0,0,831.333277406527
"24","R",3,0,0,1572989.77408899
"25","D",3,0,0,35.5959316450955
"26","model_pop",3,0,0,2254095.86795089
"27","infection",3,0,0,379.16667451576
"28","mu_S",3,0,0,296.745620115075
"29","mu_I",3,0,0,0.365295043868513
"30","mu_R",3,0,0,686.451201158274
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,680655.618253252
"33","I",4,0,0,820.945275199687
"34","R",4,0,0,1572636.04380589
"35","D",4,0,0,47.1252487517732
"36","model_pop",4,0,0,2254119.71487335
"37","infection",4,0,0,375.513056457213
"38","mu_S",4,0,0,314.838524527969
"39","mu_I",4,0,0,0.38221412828288
"40","mu_R",4,0,0,727.719810523039
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,681050.977498156
"43","I",5,0,0,812.467799529123
"44","R",5,0,0,1572262.62531776
"45","D",5,0,0,58.5229598689403
"46","model_pop",5,0,0,2254128.73878507
"47","infection",5,0,0,373.026668469834
"48","mu_S",5,0,0,321.771144407253
"49","mu_I",5,0,0,0.385958250811019
"50","mu_R",5,0,0,743.138962906204
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,681444.588801354
"53","I",6,0,0,806.392571206185
"54","R",6,0,0,1571880.19931305
"55","D",6,0,0,69.8191667056006
"56","model_pop",6,0,0,2254132.18502367
"57","infection",6,0,0,372.034403045372
"58","mu_S",6,0,0,324.511351537511
"59","mu_I",6,0,0,0.385559160768997
"60","mu_R",6,0,0,748.853870083529
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,681836.163306888
"63","I",7,0,0,803.326537190278
"64","R",7,0,0,1571493.64433236
"65","D",7,0,0,81.0516233635129
"66","model_pop",7,0,0,2254133.51568901
"67","infection",7,0,0,372.910884842814
"68","mu_S",7,0,0,325.671667405389
"69","mu_I",7,0,0,0.384533638576247
"70","mu_R",7,0,0,750.914909250298
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,682224.034905663
"73","I",8,0,0,803.970025431183
"74","R",8,0,0,1571105.86912482
"75","D",8,0,0,92.2671879171026
"76","model_pop",8,0,0,2254134.02323109
"77","infection",8,0,0,376.055427142966
"78","mu_S",8,0,0,326.230031863202
