"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340662.492634571
"3","I",1,0,0,1005.1032272872
"4","R",1,0,0,1912057.00241327
"5","D",1,0,0,19.5267463233774
"6","model_pop",1,0,0,2253858.18257733
"7","infection",1,0,0,419.418855947365
"8","mu_S",1,0,0,60.6444380850345
"9","mu_I",1,0,0,0.182787651639169
"10","mu_R",1,0,0,340.582149326082
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341230.524506726
"13","I",2,0,0,947.380184667542
"14","R",2,0,0,1911798.36337056
"15","D",2,0,0,37.9011237793754
"16","model_pop",2,0,0,2254026.36971071
"17","infection",2,0,0,398.059141784678
"18","mu_S",2,0,0,124.066043840945
"19","mu_I",2,0,0,0.354451812063045
"20","mu_R",2,0,0,695.692397843788
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341792.793600886
"23","I",3,0,0,896.589930097019
"24","R",3,0,0,1911381.89038011
"25","D",3,0,0,55.2548145499076
"26","model_pop",3,0,0,2254090.07084415
"27","infection",3,0,0,379.738333399233
"28","mu_S",3,0,0,148.149630222552
"29","mu_I",3,0,0,0.399618503578188
"30","mu_R",3,0,0,829.248269147683
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342361.164122747
"33","I",4,0,0,852.507956898446
"34","R",4,0,0,1910893.7786754
"35","D",4,0,0,71.7162593284665
"36","model_pop",4,0,0,2254114.50927777
"37","infection",4,0,0,364.334127514148
"38","mu_S",4,0,0,157.452408406795
"39","mu_I",4,0,0,0.402360457007502
"40","mu_R",4,0,0,879.664000181713
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342938.361705727
"43","I",5,0,0,814.905131632854
"44","R",5,0,0,1910368.22259628
"45","D",5,0,0,87.4095542689783
"46","model_pop",5,0,0,2254124.14676058
"47","infection",5,0,0,351.763631473538
"48","mu_S",5,0,0,161.195843327449
"49","mu_I",5,0,0,0.392095633576289
"50","mu_R",5,0,0,898.837145292049
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343523.679824021
"53","I",6,0,0,783.606500392371
"54","R",6,0,0,1909819.86502669
"55","D",6,0,0,102.454962147429
"56","model_pop",6,0,0,2254128.15891617
"57","infection",6,0,0,341.996307304018
"58","mu_S",6,0,0,162.842632183617
"59","mu_I",6,0,0,0.379120720581838
"60","mu_R",6,0,0,906.227979532987
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344115.094113787
"63","I",7,0,0,758.515231838954
"64","R",7,0,0,1909255.98920918
"65","D",7,0,0,116.97017070198
"66","model_pop",7,0,0,2254129.9881657
"67","infection",7,0,0,335.050062505668
"68","mu_S",7,0,0,163.692705509813
"69","mu_I",7,0,0,0.367045593700518
"70","mu_R",7,0,0,909.134894418028
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344710.038145864
"73","I",8,0,0,739.614653688681
"74","R",8,0,0,1908681.11459892
"75","D",8,0,0,131.071783077192
"76","model_pop",8,0,0,2254130.92598445
"77","infection",8,0,0,330.979453678309
"78","mu_S",8,0,0,164.233572026609
"79","mu_I",8,0,0,0.357150559939079
"80","mu_R",8,0,0,910.29587915868
"81","N",9,0,0,2253055.37733873
"82","S",9,0,0,345305.687534246
"83","I",9,0,0,726.955826882316
"84","R",9,0,0,1908098.74038626
"85","D",9,0,0,144.876706598148
"86","model_pop",9,0,0,2254131.45634824
"87","infection",9,0,0,329.860230872953
"88","mu_S",9,0,0,164.647438526881
"89","mu_I",9,0,0,0.34991302040345
"90","mu_R",9,0,0,910.738433788329
"91","N",10,0,0,2253055.37733873
"92","S",10,0,0,345899.070953356
"93","I",10,0,0,720.635268939462
"94","R",10,0,0,1907512.01267337
"95","D",10,0,0,158.503215773229
"96","model_pop",10,0,0,2254131.75975726
"97","infection",10,0,0,331.771943217711
"98","mu_S",10,0,0,165.001695453602
"99","mu_I",10,0,0,0.345538488406739
"100","mu_R",10,0,0,910.848166395292
"101","N",11,0,0,2253055.37733873
"102","S",11,0,0,346487.128809577
"103","I",11,0,0,720.765274399572
"104","R",11,0,0,1906923.97926247
"105","D",11,0,0,172.071530269989
"106","model_pop",11,0,0,2254131.90257079
"107","infection",11,0,0,336.778692752744
"108","mu_S",11,0,0,165.320508807706
"109","mu_I",11,0,0,0.344139225290032
"110","mu_R",11,0,0,910.76964446404
"111","N",12,0,0,2253055.37733873
"112","S",12,0,0,347066.766900265
"113","I",12,0,0,727.437506328188
"114","R",12,0,0,1906337.67921525
"115","D",12,0,0,185.703776898694
"116","model_pop",12,0,0,2254131.90841185
"117","infection",12,0,0,344.907189790141
"118","mu_S",12,0,0,165.611777303579
"119","mu_I",12,0,0,0.34578653489691
"120","mu_R",12,0,0,910.55697192273
"121","N",13,0,0,2253055.37733873
"122","S",13,0,0,347634.925371779
"123","I",13,0,0,740.679533906154
"124","R",13,0,0,1905756.15788393
"125","D",13,0,0,199.523206698991
"126","model_pop",13,0,0,2254131.78542637
"127","infection",13,0,0,356.121241394305
"128","mu_S",13,0,0,165.877344873075
"129","mu_I",13,0,0,0.350516191671162
"130","mu_R",13,0,0,910.230599143748
"131","N",14,0,0,2253055.37733873
"132","S",14,0,0,348188.67255407
"133","I",14,0,0,760.404331855052
"134","R",14,0,0,1905182.43933148
"135","D",14,0,0,213.652533712721
"136","model_pop",14,0,0,2254131.53706941
"137","infection",14,0,0,370.292929902952
"138","mu_S",14,0,0,166.116945587742
"139","mu_I",14,0,0,0.358315032217225
"140","mu_R",14,0,0,909.799042360903
"141","N",15,0,0,2253055.37733873
"142","S",15,0,0,348725.326741446
"143","I",15,0,0,786.354869361714
"144","R",15,0,0,1904619.4664962
"145","D",15,0,0,228.211280192213
"146","model_pop",15,0,0,2254131.16678322
"147","infection",15,0,0,387.173054194213
"148","mu_S",15,0,0,166.329816210908
"149","mu_I",15,0,0,0.369099236021314
"150","mu_R",15,0,0,909.267506251446
"151","N",16,0,0,2253055.37733873
"152","S",16,0,0,349242.601778527
"153","I",16,0,0,818.049802979014
"154","R",16,0,0,1904070.01300871
"155","D",16,0,0,243.312087476857
"156","model_pop",16,0,0,2254130.68040488
"157","infection",16,0,0,406.366572212408
"158","mu_S",16,0,0,166.515448488576
"159","mu_I",16,0,0,0.382689844181311
"160","mu_R",16,0,0,908.641628957786
"161","N",17,0,0,2253055.37733873
"162","S",17,0,0,349738.762929521
"163","I",17,0,0,854.741211550164
"164","R",17,0,0,1903536.57130865
"165","D",17,0,0,259.056109724129
"166","model_pop",17,0,0,2254130.08763879
"167","infection",17,0,0,427.32188871551
"168","mu_S",17,0,0,166.674018072097
"169","mu_I",17,0,0,0.398790873340244
"170","mu_R",17,0,0,907.929367076798
"171","N",18,0,0,2253055.37733873
"172","S",18,0,0,350212.76897963
"173","I",18,0,0,895.399564209385
"174","R",18,0,0,1903021.22653649
"175","D",18,0,0,275.527853634038
"176","model_pop",18,0,0,2254129.40293596
"177","infection",18,0,0,449.344344131702
"178","mu_S",18,0,0,166.806663540317
"179","mu_I",18,0,0,0.416976715649338
"180","mu_R",18,0,0,907.142043012479
"181","N",19,0,0,2253055.37733873
"182","S",19,0,0,350664.368043309
"183","I",19,0,0,938.742154505835
"184","R",19,0,0,1902525.53253512
"185","D",19,0,0,292.790125758444
"186","model_pop",19,0,0,2254128.64571759
"187","infection",19,0,0,471.6423515531
"188","mu_S",19,0,0,166.915642549574
"189","mu_I",19,0,0,0.436696408007286
"190","mu_R",19,0,0,906.294794095233
"191","N",20,0,0,2253055.37733873
"192","S",20,0,0,351094.112696457
"193","I",20,0,0,983.316507404194
"194","R",20,0,0,1902050.41269205
"195","D",20,0,0,310.880015550463
"196","model_pop",20,0,0,2254127.83975319
"197","infection",20,0,0,493.408069114736
"198","mu_S",20,0,0,167.004335518807
"199","mu_I",20,0,0,0.457301257399037
"200","mu_R",20,0,0,905.406368236111
"201","N",21,0,0,2253055.37733873
"202","S",21,0,0,351503.268804584
"203","I",21,0,0,1027.63870878583
"204","R",21,0,0,1901596.11118711
"205","D",21,0,0,329.806956815933
"206","model_pop",21,0,0,2254127.01155713
"207","infection",21,0,0,513.92389124861
"208","mu_S",21,0,0,167.077058405475
"209","mu_I",21,0,0,0.478098274143236
"210","mu_R",21,0,0,904.498155261363
"211","N",22,0,0,2253055.37733873
"212","S",22,0,0,351893.612568373
"213","I",22,0,0,1070.37020807113
"214","R",22,0,0,1901162.21664416
"215","D",22,0,0,349.553759639506
"216","model_pop",22,0,0,2254126.18785986
"217","infection",22,0,0,532.674623021859
"218","mu_S",22,0,0,167.138670971098
"219","mu_I",22,0,0,0.49842513802359
"220","mu_R",22,0,0,903.592438731167
"221","N",23,0,0,2253055.37733873
"222","S",23,0,0,352267.137510136
"223","I",23,0,0,1110.50080208364
"224","R",23,0,0,1900747.76908706
"225","D",23,0,0,370.08104565451
"226","model_pop",23,0,0,2254125.39247831
"227","infection",23,0,0,549.438101363774
"228","mu_S",23,0,0,167.194014655062
"229","mu_I",23,0,0,0.517734828429191
"230","mu_R",23,0,0,902.710043607775
"231","N",24,0,0,2253055.37733873
"232","S",24,0,0,352625.718543544
"233","I",24,0,0,1147.49718615214
"234","R",24,0,0,1900351.44423953
"235","D",24,0,0,391.334826911925
"236","model_pop",24,0,0,2254124.64315646
"237","infection",24,0,0,564.328756557264
"238","mu_S",24,0,0,167.247267816266
"239","mu_I",24,0,0,0.535672559354434
"240","mu_R",24,0,0,901.867766201184
"241","N",25,0,0,2253055.37733873
"242","S",25,0,0,352970.794291881
"243","I",25,0,0,1181.38055759482
"244","R",25,0,0,1899971.79118709
"245","D",25,0,0,413.256233124302
"246","model_pop",25,0,0,2254123.94905931
"247","infection",25,0,0,577.779965533372
"248","mu_S",25,0,0,167.301343910624
"249","mu_I",25,0,0,0.552127022607184
"250","mu_R",25,0,0,901.076113296056
"251","N",26,0,0,2253055.37733873
"252","S",26,0,0,353303.126070175
"253","I",26,0,0,1212.71285610165
"254","R",26,0,0,1899607.48597364
"255","D",26,0,0,435.791848763481
"256","model_pop",26,0,0,2254123.30951673
"257","infection",26,0,0,590.467817284327
"258","mu_S",26,0,0,167.357462203414
"259","mu_I",26,0,0,0.567243052214999
"260","mu_R",26,0,0,900.337873531576
"261","N",27,0,0,2253055.37733873
"262","S",27,0,0,353622.674306803
"263","I",27,0,0,1242.49320313665
"264","R",27,0,0,1899257.55909564
"265","D",27,0,0,458.902942781693
"266","model_pop",27,0,0,2254122.71434222
"267","infection",27,0,0,603.193834748222
"268","mu_S",27,0,0,167.414986405498
"269","mu_I",27,0,0,0.581391951246715
"270","mu_R",27,0,0,899.647879741855
"271","N",28,0,0,2253055.37733873
"272","S",28,0,0,353928.608591868
"273","I",28,0,0,1271.98531168021
"274","R",28,0,0,1898921.55989024
"275","D",28,0,0,482.572089089845
"276","model_pop",28,0,0,2254122.14569597
"277","infection",28,0,0,616.751206213057
"278","mu_S",28,0,0,167.471566503149
"279","mu_I",28,0,0,0.595105306721532
"280","mu_R",28,0,0,898.994051462592
"281","N",29,0,0,2253055.37733873
"282","S",29,0,0,354219.44535066
"283","I",29,0,0,1302.50662512322
"284","R",29,0,0,1898599.63272265
"285","D",29,0,0,506.806168822727
"286","model_pop",29,0,0,2254121.58115172
"287","infection",29,0,0,631.796743051078
"288","mu_S",29,0,0,167.523555938476
"289","mu_I",29,0,0,0.608984682926152
"290","mu_R",29,0,0,898.359532781416
"291","N",30,0,0,2253055.37733873
"292","S",30,0,0,354493.293177414
"293","I",30,0,0,1335.20956174078
"294","R",30,0,0,1898292.49407115
"295","D",30,0,0,531.635326546875
"296","model_pop",30,0,0,2254120.9974589
"297","infection",30,0,0,648.742599527996
"298","mu_S",30,0,0,167.566631499073
"299","mu_I",30,0,0,0.623601519285743
"300","mu_R",30,0,0,897.725555167734
"301","N",31,0,0,2253055.37733873
"302","S",31,0,0,354748.180206026
"303","I",31,0,0,1370.87839052591
"304","R",31,0,0,1898001.31211397
"305","D",31,0,0,557.107960375172
"306","model_pop",31,0,0,2254120.37448163
"307","infection",31,0,0,667.673503022999
"308","mu_S",31,0,0,167.596526146571
"309","mu_I",31,0,0,0.639399667010683
"310","mu_R",31,0,0,897.074597914327
"311","N",32,0,0,2253055.37733873
"312","S",32,0,0,354982.436091288
"313","I",32,0,0,1409.75798108816
"314","R",32,0,0,1897727.49959516
"315","D",32,0,0,583.282195577844
"316","model_pop",32,0,0,2254119.69888643
"317","infection",32,0,0,688.291382220389
"318","mu_S",32,0,0,167.609790299645
"319","mu_I",32,0,0,0.656609653395326
"320","mu_R",32,0,0,896.393465616128
"321","N",33,0,0,2253055.37733873
"322","S",33,0,0,355195.097560277
"323","I",33,0,0,1451.42765352586
"324","R",33,0,0,1897472.43746672
"325","D",33,0,0,610.214561400772
"326","model_pop",33,0,0,2254118.96725135
"327","infection",33,0,0,709.891078445516
"328","mu_S",33,0,0,167.604510347304
"329","mu_I",33,0,0,0.675181410279185
"330","mu_R",33,0,0,895.675987211961
"331","N",34,0,0,2253055.37733873
"332","S",34,0,0,355386.297670931
"333","I",34,0,0,1494.73567430314
"334","R",34,0,0,1897237.15333789
"335","D",34,0,0,637.946855477701
"336","model_pop",34,0,0,2254118.18831104
"337","infection",34,0,0,731.376027130674
"338","mu_S",34,0,0,167.580919996158
"339","mu_I",34,0,0,0.69474207361969
"340","mu_R",34,0,0,894.925099039269
"341","N",35,0,0,2253055.37733873
"342","S",35,0,0,355557.586108006
"343","I",35,0,0,1537.81452800211
"344","R",35,0,0,1897021.98694974
"345","D",35,0,0,666.492514489091
"346","model_pop",35,0,0,2254117.3840228
"347","infection",35,0,0,751.326786509571
