"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101835651
"3","I",1,0,0,1010.65405329421
"4","R",1,0,0,1912032.75330704
"5","D",1,0,0,19.6714616062438
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.20852025444
"8","mu_S",1,0,0,60.6394469010871
"9","mu_I",1,0,0,0.183810547355354
"10","mu_R",1,0,0,340.530481468285
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656420639
"13","I",2,0,0,952.037274638694
"14","R",2,0,0,1911776.46419617
"15","D",2,0,0,38.1705505744922
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.545624130886
"18","mu_S",2,0,0,124.056848662005
"19","mu_I",2,0,0,0.356251133000116
"20","mu_R",2,0,0,695.59617355927
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700512487
"23","I",3,0,0,900.486649286477
"24","R",3,0,0,1911361.9792202
"25","D",3,0,0,55.6317942037983
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.972874461033
"28","mu_S",3,0,0,148.1400914726
"29","mu_I",3,0,0,0.401422734986535
"30","mu_R",3,0,0,829.145809416216
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.053148224
"33","I",4,0,0,855.762954256975
"34","R",4,0,0,1910875.53707403
"35","D",4,0,0,72.1862069015363
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549224979
"38","mu_S",4,0,0,157.443872819946
"39","mu_I",4,0,0,0.403963077303734
"40","mu_R",4,0,0,879.568014647564
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.402995162
"43","I",5,0,0,817.621931962235
"44","R",5,0,0,1910351.37821009
"45","D",5,0,0,87.9601697376067
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.618542315332
"48","mu_S",5,0,0,161.18866852842
"49","mu_I",5,0,0,0.39346416588699
"50","mu_R",5,0,0,898.751001554468
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.013817449
"53","I",6,0,0,785.873607305886
"54","R",6,0,0,1909804.18818321
"55","D",6,0,0,103.075940079397
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431760508
"58","mu_S",6,0,0,162.836803734088
"59","mu_I",6,0,0,0.380272853786314
"60","mu_R",6,0,0,906.151740093797
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.838147386
"63","I",7,0,0,760.406544939302
"64","R",7,0,0,1909241.28734754
"65","D",7,0,0,117.652917073153
"66","model_pop",7,0,0,2254129.9218348
"67","infection",7,0,0,335.644644567943
"68","mu_S",7,0,0,163.688083276774
"69","mu_I",7,0,0,0.368010220284559
"70","mu_R",7,0,0,909.067555394943
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344722.292496751
"73","I",8,0,0,741.190110455968
"74","R",8,0,0,1908667.22612405
"75","D",8,0,0,131.809144562659
"76","model_pop",8,0,0,2254130.86751909
"77","infection",8,0,0,331.472720777099
"78","mu_S",8,0,0,164.229987639238
"79","mu_I",8,0,0,0.357955706546754
"80","mu_R",8,0,0,910.23619555386
