"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.101788448
"3","I",1,0,0,1010.65405324697
"4","R",1,0,0,1912032.75335429
"5","D",1,0,0,19.6714616063593
"6","model_pop",1,0,0,2253858.07094205
"7","infection",1,0,0,421.208520233401
"8","mu_S",1,0,0,60.639446892655
"9","mu_I",1,0,0,0.183810547346788
"10","mu_R",1,0,0,340.53048147657
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.656373474
"13","I",2,0,0,952.037274592812
"14","R",2,0,0,1911776.46424338
"15","D",2,0,0,38.1705505746879
"16","model_pop",2,0,0,2254026.25124203
"17","infection",2,0,0,399.545624110492
"18","mu_S",2,0,0,124.056848644815
"19","mu_I",2,0,0,0.356251132983121
"20","mu_R",2,0,0,695.596173576322
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.700465362
"23","I",3,0,0,900.486649241951
"24","R",3,0,0,1911361.97926737
"25","D",3,0,0,55.6317942040459
"26","model_pop",3,0,0,2254089.96037556
"27","infection",3,0,0,380.97287444127
"28","mu_S",3,0,0,148.140091452139
"29","mu_I",3,0,0,0.401422734966897
"30","mu_R",3,0,0,829.145809436619
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.053101139
"33","I",4,0,0,855.762954213766
"34","R",4,0,0,1910875.53712116
"35","D",4,0,0,72.1862069018142
"36","model_pop",4,0,0,2254114.41077178
"37","infection",4,0,0,365.360549205802
"38","mu_S",4,0,0,157.443872798267
"39","mu_I",4,0,0,0.403963077283545
"40","mu_R",4,0,0,879.568014669264
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.402948118
"43","I",5,0,0,817.621931920265
"44","R",5,0,0,1910351.37825717
"45","D",5,0,0,87.9601697378985
"46","model_pop",5,0,0,2254124.060287
"47","infection",5,0,0,352.618542296674
"48","mu_S",5,0,0,161.188668506304
"49","mu_I",5,0,0,0.393464165867013
"50","mu_R",5,0,0,898.751001576759
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.013770445
"53","I",6,0,0,785.873607265036
"54","R",6,0,0,1909804.18823026
"55","D",6,0,0,103.075940079691
"56","model_pop",6,0,0,2254128.08326802
"57","infection",6,0,0,342.709431742281
"58","mu_S",6,0,0,162.83680371178
"59","mu_I",6,0,0,0.380272853766666
"60","mu_R",6,0,0,906.151740116125
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.838100423
"63","I",7,0,0,760.406544899418
"64","R",7,0,0,1909241.28739454
"65","D",7,0,0,117.652917073441
"66","model_pop",7,0,0,2254129.9218348
"67","infection",7,0,0,335.64464455005
"68","mu_S",7,0,0,163.688083254406
"69","mu_I",7,0,0,0.368010220265339
"70","mu_R",7,0,0,909.06755541733
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,344722.292449828
"73","I",8,0,0,741.19011041687
"74","R",8,0,0,1908667.22617101
"75","D",8,0,0,131.809144562935
"76","model_pop",8,0,0,2254130.86751909
"77","infection",8,0,0,331.472720759433
"78","mu_S",8,0,0,164.229987616866
"79","mu_I",8,0,0,0.357955706527946
"80","mu_R",8,0,0,910.236195576328
"81","N",9,0,0,2253055.37733873
"82","S",9,0,0,345317.540869796
"83","I",9,0,0,728.262216028016
"84","R",9,0,0,1908085.52859893
"85","D",9,0,0,145.662715863333
"86","model_pop",9,0,0,2254131.40447705
"87","infection",9,0,0,330.263904261388
"88","mu_S",9,0,0,164.644733552157
"89","mu_I",9,0,0,0.350582293658014
"90","mu_R",9,0,0,910.685217143277
"91","N",10,0,0,2253055.37733873
"92","S",10,0,0,345910.605415516
"93","I",10,0,0,721.707171420921
"94","R",10,0,0,1907499.35980548
"95","D",10,0,0,159.33285503672
"96","model_pop",10,0,0,2254131.71342404
"97","infection",10,0,0,332.09277594565
"98","mu_S",10,0,0,164.999736115604
"99","mu_I",10,0,0,0.346090237703803
