"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,679383.796505037
"3","I",1,0,0,856.424302007064
"4","R",1,0,0,1573488.98521398
"5","D",1,0,0,12.0508252283201
"6","model_pop",1,0,0,2253863.93236381
"7","infection",1,0,0,388.97856491055
"8","mu_S",1,0,0,121.846333592226
"9","mu_I",1,0,0,0.154478417675454
"10","mu_R",1,0,0,282.276738247686
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,679841.312742885
"13","I",2,0,0,843.256109492692
"14","R",2,0,0,1573297.44133669
"15","D",2,0,0,23.9109452046196
"16","model_pop",2,0,0,2254032.53357142
"17","infection",2,0,0,383.723152650348
"18","mu_S",2,0,0,248.917667283614
"19","mu_I",2,0,0,0.311098551472921
"20","mu_R",2,0,0,576.264003927321
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,680255.557625773
"23","I",3,0,0,831.333273738543
"24","R",3,0,0,1572990.02924249
"25","D",3,0,0,35.5959345946959
"26","model_pop",3,0,0,2254095.86795002
"27","infection",3,0,0,379.166666401299
"28","mu_S",3,0,0,296.745508491905
"29","mu_I",3,0,0,0.365295043715515
"30","mu_R",3,0,0,686.451311917408
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,680655.363231909
"33","I",4,0,0,820.945263956151
"34","R",4,0,0,1572636.29883772
"35","D",4,0,0,47.1252524236684
"36","model_pop",4,0,0,2254119.71487258
"37","infection",4,0,0,375.513045385333
"38","mu_S",4,0,0,314.838406260166
"39","mu_I",4,0,0,0.382214124513131
"40","mu_R",4,0,0,727.719927989639
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,681050.722611309
"43","I",5,0,0,812.467781373916
"44","R",5,0,0,1572262.8802221
"45","D",5,0,0,58.5229641526557
"46","model_pop",5,0,0,2254128.73878441
"47","infection",5,0,0,373.026654679881
"48","mu_S",5,0,0,321.771023701279
"49","mu_I",5,0,0,0.385958243590867
"50","mu_R",5,0,0,743.139082908177
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,681444.334052419
"53","I",6,0,0,806.392546684625
"54","R",6,0,0,1571880.45408594
"55","D",6,0,0,69.8191715012596
"56","model_pop",6,0,0,2254132.18502311
"57","infection",6,0,0,372.034386701259
"58","mu_S",6,0,0,324.511229970742
"59","mu_I",6,0,0,0.385559150374071
"60","mu_R",6,0,0,748.853991049667
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,681835.908698607
"63","I",7,0,0,803.326506704973
"64","R",7,0,0,1571493.89897066
"65","D",7,0,0,81.0516285805633
"66","model_pop",7,0,0,2254133.51568854
"67","infection",7,0,0,372.910866023336
"68","mu_S",7,0,0,325.671545570377
"69","mu_I",7,0,0,0.384533625243978
"70","mu_R",7,0,0,750.915030584164
"71","N",8,0,0,2253055.37733873
"72","S",8,0,0,682223.780440568
"73","I",8,0,0,803.969989222021
"74","R",8,0,0,1571106.12362574
"75","D",8,0,0,92.2671934728398
"76","model_pop",8,0,0,2254134.02323071
"77","infection",8,0,0,376.055405835612
"78","mu_S",8,0,0,326.229909984182
"79","mu_I",8,0,0,0.384394105181738
"80","mu_R",8,0,0,751.587309234321
"81","N",9,0,0,2253055.37733873
"82","S",9,0,0,682605.520862045
"83","I",9,0,0,809.081080173941
"84","R",9,0,0,1570719.52060173
"85","D",9,0,0,103.522877019522
"86","model_pop",9,0,0,2254134.18582338
"87","infection",9,0,0,381.866043515092
"88","mu_S",9,0,0,326.550592790234
"89","mu_I",9,0,0,0.385930524258528
"90","mu_R",9,0,0,751.716362503508
"91","N",10,0,0,2253055.37733873
"92","S",10,0,0,682978.197270215
"93","I",10,0,0,819.431782163596
"94","R",10,0,0,1570336.51475723
"95","D",10,0,0,114.886338819049
"96","model_pop",10,0,0,2254134.17599687
"97","infection",10,0,0,390.713296445753
"98","mu_S",10,0,0,326.767353165082
"99","mu_I",10,0,0,0.389669069009742
"100","mu_R",10,0,0,751.615308086814
"101","N",11,0,0,2253055.37733873
"102","S",11,0,0,683338.513203529
"103","I",11,0,0,835.759123168313
"104","R",11,0,0,1569959.75805873
"105","D",11,0,0,126.435740815103
"106","model_pop",11,0,0,2254134.05179558
"107","infection",11,0,0,402.913785396756
"108","mu_S",11,0,0,326.927339071106
"109","mu_I",11,0,0,0.396026336930588
"110","mu_R",11,0,0,751.397714562674
"111","N",12,0,0,2253055.37733873
"112","S",12,0,0,683682.92289832
"113","I",12,0,0,858.711754809095
"114","R",12,0,0,1569592.17636674
"115","D",12,0,0,138.258893986542
"116","model_pop",12,0,0,2254133.82891947
"117","infection",12,0,0,418.702127436957
"118","mu_S",12,0,0,327.045235553141
"119","mu_I",12,0,0,0.405350050152937
"120","mu_R",12,0,0,751.102684559876
"121","N",13,0,0,2253055.37733873
"122","S",13,0,0,684007.756975107
"123","I",13,0,0,888.790831989619
"124","R",13,0,0,1569236.94380401
"125","D",13,0,0,150.451627685827
"126","model_pop",13,0,0,2254133.50827646
"127","infection",13,0,0,438.199221398813
"128","mu_S",13,0,0,327.123759595962
"129","mu_I",13,0,0,0.417916330643259
"130","mu_R",13,0,0,750.742056920085
"131","N",14,0,0,2253055.37733873
"132","S",14,0,0,684309.375801216
"133","I",14,0,0,926.284251726703
"134","R",14,0,0,1568897.41104975
"135","D",14,0,0,163.115294431568
"136","model_pop",14,0,0,2254133.08686658
"137","infection",14,0,0,461.376677517445
"138","mu_S",14,0,0,327.161554154721
"139","mu_I",14,0,0,0.433908946614172
"140","mu_R",14,0,0,750.318436349072
"141","N",15,0,0,2253055.37733873
"142","S",15,0,0,684584.35585139
"143","I",15,0,0,971.196354416149
"144","R",15,0,0,1568576.99583347
"145","D",15,0,0,176.353328906087
"146","model_pop",15,0,0,2254132.56246385
"147","infection",15,0,0,488.020625364034
"148","mu_S",15,0,0,327.156382243503
"149","mu_I",15,0,0,0.453390427171768
"150","mu_R",15,0,0,749.832314049
"151","N",16,0,0,2253055.37733873
"152","S",16,0,0,684829.703570698
"153","I",16,0,0,1023.18082738248
"154","R",16,0,0,1568279.03922485
"155","D",16,0,0,190.266846290045
"156","model_pop",16,0,0,2254131.93597624
"157","infection",16,0,0,517.702762295074
"158","mu_S",16,0,0,327.106576178821
"159","mu_I",16,0,0,0.476271000548959
"160","mu_R",16,0,0,749.285109571578
"161","N",17,0,0,2253055.37733873
"162","S",17,0,0,685043.078037295
"163","I",17,0,0,1081.49148974676
"164","R",17,0,0,1568006.63383049
"165","D",17,0,0,204.949419992032
"166","model_pop",17,0,0,2254131.21283707
"167","infection",17,0,0,549.770768758523
"168","mu_S",17,0,0,327.011822425691
"169","mu_I",17,0,0,0.502282081568973
"170","mu_R",17,0,0,748.68064497037
"171","N",18,0,0,2253055.37733873
"172","S",18,0,0,685222.989601032
"173","I",18,0,0,1144.97122786982
"174","R",18,0,0,1567762.43707768
"175","D",18,0,0,220.481423088827
"176","model_pop",18,0,0,2254130.40377744
"177","infection",18,0,0,583.371857052404
"178","mu_S",18,0,0,326.873636992347
"179","mu_I",18,0,0,0.530963154044429
"180","mu_R",18,0,0,748.025905486109
"181","N",19,0,0,2253055.37733873
"182","S",19,0,0,685368.931238655
"183","I",19,0,0,1212.09999379106
"184","R",19,0,0,1567548.4919838
"185","D",19,0,0,236.92460835748
"186","model_pop",19,0,0,2254129.52492536
"187","infection",19,0,0,617.519822583517
"188","mu_S",19,0,0,326.695597574659
"189","mu_I",19,0,0,0.561671969651456
"190","mu_R",19,0,0,747.331293305288
"191","N",20,0,0,2253055.37733873
"192","S",20,0,0,685481.398725445
"193","I",20,0,0,1281.11525507158
"194","R",20,0,0,1567366.08579544
"195","D",20,0,0,254.317846969341
"196","model_pop",20,0,0,2254128.59705902
"197","infection",20,0,0,651.206280279542
"198","mu_S",20,0,0,326.483290711638
"199","mu_I",20,0,0,0.59362606547483
"200","mu_R",20,0,0,746.610342681668
"201","N",21,0,0,2253055.37733873
"202","S",21,0,0,685561.769573223
"203","I",21,0,0,1350.20185426932
"204","R",21,0,0,1567215.67950561
"205","D",21,0,0,272.675024678478
"206","model_pop",21,0,0,2254127.64390779
"207","infection",21,0,0,683.542291708452
"208","mu_S",21,0,0,326.243918294971
"209","mu_I",21,0,0,0.625977671321238
"210","mu_R",21,0,0,745.878826960422
"211","N",22,0,0,2253055.37733873
"212","S",22,0,0,685612.038850588
"213","I",22,0,0,1417.72645191536
"214","R",22,0,0,1567096.93506549
"215","D",22,0,0,291.985903924939
"216","model_pop",22,0,0,2254126.68959357
"217","infection",22,0,0,713.902224383867
"218","mu_S",22,0,0,325.985556033496
"219","mu_I",22,0,0,0.657914864422314
"220","mu_R",22,0,0,745.153272743379
"221","N",23,0,0,2253055.37733873
"222","S",23,0,0,685634.445539899
"223","I",23,0,0,1482.47228897264
"224","R",23,0,0,1567008.85125922
"225","D",23,0,0,312.220276923153
"226","model_pop",23,0,0,2254125.75556613
"227","infection",23,0,0,742.034226187698
"228","mu_S",23,0,0,325.716142282744
"229","mu_I",23,0,0,0.688772117115305
"230","mu_R",23,0,0,744.449050291735
"231","N",24,0,0,2253055.37733873
"232","S",24,0,0,685631.054036699
"233","I",24,0,0,1543.82172025559
"234","R",24,0,0,1566949.99675331
"235","D",24,0,0,333.33505259616
"236","model_pop",24,0,0,2254124.85760629
"237","infection",24,0,0,768.106195499212
"238","mu_S",24,0,0,325.442365481537
"239","mu_I",24,0,0,0.718127143592715
"240","mu_R",24,0,0,743.778367307306
"241","N",25,0,0,2253055.37733873
"242","S",25,0,0,685603.370172747
"243","I",25,0,0,1601.84194886336
"244","R",25,0,0,1566918.80614601
"245","D",25,0,0,355.283233718358
"246","model_pop",25,0,0,2254124.00354956
"247","infection",25,0,0,792.672247738084
"248","mu_S",25,0,0,325.168673995308
"249","mu_I",25,0,0,0.745861389297121
"250","mu_R",25,0,0,743.148583913785
"251","N",26,0,0,2253055.37733873
"252","S",26,0,0,685552.064605792
"253","I",26,0,0,1657.25155871067
"254","R",26,0,0,1566913.88909221
"255","D",26,0,0,378.023267169049
"256","model_pop",26,0,0,2254123.19226949
"257","infection",26,0,0,816.565998663644
"258","mu_S",26,0,0,324.896626073587
"259","mu_I",26,0,0,0.772169104384838
"260","mu_R",26,0,0,742.561240065118
"261","N",27,0,0,2253055.37733873
"262","S",27,0,0,685476.852549119
"263","I",27,0,0,1711.27316297531
"264","R",27,0,0,1566934.29845721
"265","D",27,0,0,401.52713070256
"266","model_pop",27,0,0,2254122.41418607
"267","infection",27,0,0,840.744386346214
"268","mu_S",27,0,0,324.624728107763
"269","mu_I",27,0,0,0.797511923216135
"270","mu_R",27,0,0,742.012041624143
"271","N",28,0,0,2253055.37733873
"272","S",28,0,0,685376.548020723
"273","I",28,0,0,1765.40026725461
"274","R",28,0,0,1566979.71114313
"275","D",28,0,0,425.785757769092
"276","model_pop",28,0,0,2254121.65323143
"277","infection",28,0,0,866.112784028791
"278","mu_S",28,0,0,324.348802149069
"279","mu_I",28,0,0,0.822527625463019
"280","mu_R",28,0,0,741.491839135427
"281","N",29,0,0,2253055.37733873
"282","S",29,0,0,685249.283767521
"283","I",29,0,0,1821.11759092122
"284","R",29,0,0,1567050.4908516
"285","D",29,0,0,450.810878262372
"286","model_pop",29,0,0,2254120.88992944
"287","infection",29,0,0,893.358492825737
"288","mu_S",29,0,0,324.062818157476
"289","mu_I",29,0,0,0.847909345250835
"290","mu_R",29,0,0,740.988430848707
"291","N",30,0,0,2253055.37733873
"292","S",30,0,0,685092.870301269
"293","I",30,0,0,1879.6136019634
"294","R",30,0,0,1567147.62012186
"295","D",30,0,0,476.632901086417
"296","model_pop",30,0,0,2254120.10510145
"297","infection",30,0,0,922.810469044453
"298","mu_S",30,0,0,323.760054989456
"299","mu_I",30,0,0,0.874273579481036
"300","mu_R",30,0,0,740.488891345254
"301","N",31,0,0,2253055.37733873
"302","S",31,0,0,684905.257840921
"303","I",31,0,0,1941.51732095013
"304","R",31,0,0,1567272.50531567
"305","D",31,0,0,503.294957529454
"306","model_pop",31,0,0,2254119.28369736
"307","infection",31,0,0,954.335091075419
"308","mu_S",31,0,0,323.434427053793
"309","mu_I",31,0,0,0.902033386737649
"310","mu_R",31,0,0,739.982088447593
"311","N",32,0,0,2253055.37733873
"312","S",32,0,0,684685.057817561
"313","I",32,0,0,2006.68536115976
"314","R",32,0,0,1567426.67150265
"315","D",32,0,0,530.843624336997
"316","model_pop",32,0,0,2254118.41831108
"317","infection",32,0,0,987.275262589461
"318","mu_S",32,0,0,323.081818552123
"319","mu_I",32,0,0,0.931290076127614
"320","mu_R",32,0,0,739.461078512103
"321","N",33,0,0,2253055.37733873
"322","S",33,0,0,684432.070494236
"323","I",33,0,0,2074.0638100313
"324","R",33,0,0,1567611.37571473
"325","D",33,0,0,559.31719223982
"326","model_pop",33,0,0,2254117.51199928
"327","infection",33,0,0,1020.44310017793
"328","mu_S",33,0,0,322.70128092841
"329","mu_I",33,0,0,0.961754925422783
"330","mu_R",33,0,0,738.92511639652
"331","N",34,0,0,2253055.37733873
"332","S",34,0,0,684147.75093328
"333","I",34,0,0,2141.65205621563
"334","R",34,0,0,1567827.17886769
"335","D",34,0,0,588.732703051727
"336","model_pop",34,0,0,2254116.58003877
"337","infection",34,0,0,1052.18066569752
"338","mu_S",34,0,0,322.295953039754
"339","mu_I",34,0,0,0.992712650808616
"340","mu_R",34,0,0,738.381043099385
"341","N",35,0,0,2253055.37733873
"342","S",35,0,0,683835.532072955
"343","I",35,0,0,2206.59638860976
"344","R",35,0,0,1568073.52938286
"345","D",35,0,0,619.073363779856
"346","model_pop",35,0,0,2254115.65024756
"347","infection",35,0,0,1080.50236229944
"348","mu_S",35,0,0,321.873555807082
"349","mu_I",35,0,0,1.02303885839252
"350","mu_R",35,0,0,737.843815143224
"351","N",36,0,0,2253055.37733873
"352","S",36,0,0,683500.921489952
"353","I",36,0,0,2265.43232325938
"354","R",36,0,0,1568348.42263227
"355","D",36,0,0,650.278281009368
"356","model_pop",36,0,0,2254114.76152608
"357","infection",36,0,0,1103.32132932674
"358","mu_S",36,0,0,321.446311457567
"359","mu_I",36,0,0,1.05128143413453
"360","mu_R",36,0,0,737.335946604552
"361","N",37,0,0,2253055.37733873
"362","S",37,0,0,683151.30888531
"363","I",37,0,0,2314.47061128361
"364","R",37,0,0,1568648.20403834
"365","D",37,0,0,682.236568146066
"366","model_pop",37,0,0,2254113.96043439
"367","infection",37,0,0,1118.73949085206
"368","mu_S",37,0,0,321.03017157103
"369","mu_I",37,0,0,1.07580786252713
"370","mu_R",37,0,0,736.885701753934
"371","N",38,0,0,2253055.37733873
"372","S",38,0,0,682795.469660037
"373","I",38,0,0,2350.28435337193
"374","R",38,0,0,1568967.5732026
"375","D",38,0,0,714.787556083337
"376","model_pop",38,0,0,2254113.29595988
"377","infection",38,0,0,1125.35295033716
"378","mu_S",38,0,0,320.64333271781
"379","mu_I",38,0,0,1.09500621171271
"380","mu_R",38,0,0,736.524049847
"381","N",39,0,0,2253055.37733873
"382","S",39,0,0,682442.818759643
"383","I",39,0,0,2370.21484032142
"384","R",39,0,0,1569299.81790525
"385","D",39,0,0,747.727967274729
"386","model_pop",39,0,0,2254112.81310533
"387","infection",39,0,0,1122.50378505427
"388","mu_S",39,0,0,320.304173120595
"389","mu_I",39,0,0,1.1075102434935
"390","mu_R",39,0,0,736.280674017096
"391","N",40,0,0,2253055.37733873
"392","S",40,0,0,682102.537276157
"393","I",40,0,0,2372.7896082511
"394","R",40,0,0,1569637.2630918
"395","D",40,0,0,780.825584003697
"396","model_pop",40,0,0,2254112.54639036
"397","infection",40,0,0,1110.40962071385
"398","mu_S",40,0,0,320.028920554101
"399","mu_I",40,0,0,1.11240554800402
"400","mu_R",40,0,0,736.179643955249
"401","N",41,0,0,2253055.37733873
"402","S",41,0,0,681782.735132559
"403","I",41,0,0,2357.95360522821
"404","R",41,0,0,1569971.87193973
"405","D",41,0,0,813.837487021298
"406","model_pop",41,0,0,2254112.51460097
"407","infection",41,0,0,1090.12970901157
"408","mu_S",41,0,0,319.829492367638
"409","mu_I",41,0,0,1.10937111591711
"410","mu_R",41,0,0,736.235589976901
"411","N",42,0,0,2253055.37733873
"412","S",42,0,0,681489.807320564
"413","I",42,0,0,2327.05676577646
"414","R",42,0,0,1570295.89938741
"415","D",42,0,0,846.529835112401
"416","model_pop",42,0,0,2254112.71797648
"417","infection",42,0,0,1063.37290498206
"418","mu_S",42,0,0,319.711964795034
"419","mu_I",42,0,0,1.09872304072257
"420","mu_R",42,0,0,736.451225621663
"421","N",43,0,0,2253055.37733873
"422","S",43,0,0,681228.088697452
"423","I",43,0,0,2282.60519767234
"424","R",43,0,0,1570602.48651151
"425","D",43,0,0,878.695804343479
"426","model_pop",43,0,0,2254113.13847882
"427","infection",43,0,0,1032.19967915651
"428","mu_S",43,0,0,319.676001736445
"429","mu_I",43,0,0,1.08135119660689
"430","mu_R",43,0,0,736.816802727371
"431","N",44,0,0,2253055.37733873
"432","S",44,0,0,680999.833605935
"433","I",44,0,0,2227.84396507532
"434","R",44,0,0,1570886.10134095
"435","D",44,0,0,910.168839572469
"436","model_pop",44,0,0,2254113.74301603
"437","infection",44,0,0,998.696812517221
"438","mu_S",44,0,0,319.715336781366
"439","mu_I",44,0,0,1.05856705478497
"440","mu_R",44,0,0,737.311613389791
"441","N",45,0,0,2253055.37733873
"442","S",45,0,0,680805.471254599
"443","I",45,0,0,2166.27439655569
"444","R",45,0,0,1571142.77138987
"445","D",45,0,0,940.829582315041
"446","model_pop",45,0,0,2254114.48877363
"447","infection",45,0,0,964.700268013638
"448","mu_S",45,0,0,319.819141103997
"449","mu_I",45,0,0,1.03190112508127
"450","mu_R",45,0,0,737.907143746641
"451","N",46,0,0,2253055.37733873
"452","S",46,0,0,680644.039610735
"453","I",46,0,0,2101.20874362344
"454","R",46,0,0,1571370.10110221
"455","D",46,0,0,970.606292589443
"456","model_pop",46,0,0,2254115.32939249
"457","infection",46,0,0,931.614784308198
"458","mu_S",46,0,0,319.973917337302
"459","mu_I",46,0,0,1.00289539841709
"460","mu_R",46,0,0,738.571119229488
"461","N",47,0,0,2253055.37733873
"462","S",47,0,0,680513.687537127
"463","I",47,0,0,2035.43675766538
"464","R",47,0,0,1571567.10869161
"465","D",47,0,0,999.469828441465
"466","model_pop",47,0,0,2254116.22072337
"467","infection",47,0,0,900.343639380022
"468","mu_S",47,0,0,320.165492009176
"469","mu_I",47,0,0,0.972929547516681
"470","mu_R",47,0,0,739.271570534277
"471","N",48,0,0,2253055.37733873
"472","S",48,0,0,680412.149959875
"473","I",48,0,0,1971.03869128859
"474","R",48,0,0,1571733.9421886
"475","D",48,0,0,1027.42500509008
"476","model_pop",48,0,0,2254117.12521026
"477","infection",48,0,0,871.313899961064
"478","mu_S",48,0,0,320.380735072439
"479","mu_I",48,0,0,0.943104675375181
"480","mu_R",48,0,0,739.980188029351
"481","N",49,0,0,2253055.37733873
"482","S",49,0,0,680337.129733386
"483","I",49,0,0,1909.34320536117
"484","R",49,0,0,1571871.54210666
"485","D",49,0,0,1054.50037625865
"486","model_pop",49,0,0,2254118.01442844
"487","infection",49,0,0,844.568516673086
"488","mu_S",49,0,0,320.608767597329
"489","mu_I",49,0,0,0.914191921187133
"490","mu_R",49,0,0,740.674521444406
"491","N",50,0,0,2253055.37733873
"492","S",50,0,0,680286.549862667
"493","I",50,0,0,1851.00526698923
"494","R",50,0,0,1571981.31196002
"495","D",50,0,0,1080.73828580075
"496","model_pop",50,0,0,2254118.86974836
"497","infection",50,0,0,819.89536099713
"498","mu_S",50,0,0,320.841567503092
"499","mu_I",50,0,0,0.886640345797376
"500","mu_R",50,0,0,741.338896129667
"501","N",51,0,0,2253055.37733873
"502","S",51,0,0,680258.66430513
"503","I",51,0,0,1796.16878860647
"504","R",51,0,0,1572064.84392836
"505","D",51,0,0,1106.1866117385
"506","model_pop",51,0,0,2254119.68140632
"507","infection",51,0,0,796.968611646761
"508","mu_S",51,0,0,321.074003672273
"509","mu_I",51,0,0,0.860631081854396
"510","mu_R",51,0,0,741.964164663335
"511","N",52,0,0,2253055.37733873
"512","S",52,0,0,680252.034045298
"513","I",52,0,0,1744.67708347798
"514","R",52,0,0,1572123.73031787
"515","D",52,0,0,1130.89311983564
"516","model_pop",52,0,0,2254120.44642131
"517","infection",52,0,0,775.483913510038
"518","mu_S",52,0,0,321.30340410287
"519","mu_I",52,0,0,0.836161896324175
"520","mu_R",52,0,0,742.546559142064
"521","N",53,0,0,2253055.37733873
"522","S",53,0,0,680265.389611283
"523","I",53,0,0,1696.29629517814
"524","R",53,0,0,1572159.47495823
"525","D",53,0,0,1154.90284489724
"526","model_pop",53,0,0,2254121.16584472
"527","infection",53,0,0,755.272692072185
"528","mu_S",53,0,0,321.528799724645
"529","mu_I",53,0,0,0.813146119855594
"530","mu_R",53,0,0,743.085968830359
"531","N",54,0,0,2253055.37733873
"532","S",54,0,0,680297.413176759
"533","I",54,0,0,1650.92024970736
"534","R",54,0,0,1572173.50340309
"535","D",54,0,0,1178.25845732134
"536","model_pop",54,0,0,2254121.84181708
"537","infection",54,0,0,736.383495463448
"538","mu_S",54,0,0,321.749996842474
"539","mu_I",54,0,0,0.791510807933823
"540","mu_R",54,0,0,743.583972837923
"541","N",55,0,0,2253055.37733873
"542","S",55,0,0,680346.482030344
"543","I",55,0,0,1608.72995925456
"544","R",55,0,0,1572167.25734421
"545","D",55,0,0,1201.00316702982
"546","model_pop",55,0,0,2254122.47486269
"547","infection",55,0,0,719.121575178191
"548","mu_S",55,0,0,321.966629018008
"549","mu_I",55,0,0,0.771280597945419
"550","mu_R",55,0,0,744.041934201123
"551","N",56,0,0,2253055.37733873
"552","S",56,0,0,680410.417846255
"553","I",56,0,0,1570.28887909072
"554","R",56,0,0,1572142.34805422
"555","D",56,0,0,1223.18539837014
"556","model_pop",56,0,0,2254123.06178049
"557","infection",56,0,0,704.043915947157
"558","mu_S",56,0,0,322.177325923079
"559","mu_I",56,0,0,0.75263649284384
"560","mu_R",56,0,0,744.459418269674
"561","N",57,0,0,2253055.37733873
"562","S",57,0,0,680486.280575409
"563","I",57,0,0,1536.56664663475
"564","R",57,0,0,1572100.73754529
"565","D",57,0,0,1244.86428667467
"566","model_pop",57,0,0,2254123.59437554
"567","infection",57,0,0,691.915220006449
"568","mu_S",57,0,0,322.379108621517
"569","mu_I",57,0,0,0.735943262188737
"570","mu_R",57,0,0,744.833129823163
"571","N",58,0,0,2253055.37733873
"572","S",58,0,0,680570.232314309
"573","I",58,0,0,1508.89762701631
"574","R",58,0,0,1572044.91584216
"575","D",58,0,0,1266.11504126565
"576","model_pop",58,0,0,2254124.05911984
"577","infection",58,0,0,683.638243363421
"578","mu_S",58,0,0,322.567075517445
"579","mu_I",58,0,0,0.721745023414892
"580","mu_R",58,0,0,745.1564665033
"581","N",59,0,0,2253055.37733873
