"","matrix","time","row","col","value"
"1","N",1,0,0,2253055.37733873
"2","S",1,0,0,340681.111931882
"3","I",1,0,0,1010.65404305291
"4","R",1,0,0,1912032.74322128
"5","D",1,0,0,19.6714612396914
"6","model_pop",1,0,0,2253858.07094233
"7","infection",1,0,0,421.208516794788
"8","mu_S",1,0,0,60.6394487203368
"9","mu_I",1,0,0,0.183810545497759
"10","mu_R",1,0,0,340.530479791057
"11","N",2,0,0,2253055.37733873
"12","S",2,0,0,341247.666516134
"13","I",2,0,0,952.037265856424
"14","R",2,0,0,1911776.45410974
"15","D",2,0,0,38.1705498806479
"16","model_pop",2,0,0,2254026.25124234
"17","infection",2,0,0,399.545621154147
"18","mu_S",2,0,0,124.056852375466
"19","mu_I",2,0,0,0.356251129676966
"20","mu_R",2,0,0,695.5961701158
"21","N",3,0,0,2253055.37733873
"22","S",3,0,0,341808.710606143
"23","I",3,0,0,900.486641731101
"24","R",3,0,0,1911361.96913439
"25","D",3,0,0,55.6317932162548
"26","model_pop",3,0,0,2254089.96037585
"27","infection",3,0,0,380.972871877671
"28","mu_S",3,0,0,148.14009589531
"29","mu_I",3,0,0,0.401422731573183
"30","mu_R",3,0,0,829.145805288501
"31","N",4,0,0,2253055.37733873
"32","S",4,0,0,342376.063239457
"33","I",4,0,0,855.762947722758
"34","R",4,0,0,1910875.52698961
"35","D",4,0,0,72.1862056487131
"36","model_pop",4,0,0,2254114.41077206
"37","infection",4,0,0,365.360546959712
"38","mu_S",4,0,0,157.443877507623
"39","mu_I",4,0,0,0.403963074177063
"40","mu_R",4,0,0,879.568010244817
"41","N",5,0,0,2253055.37733873
"42","S",5,0,0,342952.413083617
"43","I",5,0,0,817.621926271241
"44","R",5,0,0,1910351.36812757
"45","D",5,0,0,87.9601682432995
"46","model_pop",5,0,0,2254124.06028725
"47","infection",5,0,0,352.618540306648
"48","mu_S",5,0,0,161.188673314553
"49","mu_I",5,0,0,0.393464163112962
"50","mu_R",5,0,0,898.75099703351
"51","N",6,0,0,2253055.37733873
"52","S",6,0,0,343537.023902883
"53","I",6,0,0,785.87360230796
"54","R",6,0,0,1909804.17810301
"55","D",6,0,0,103.075938363335
"56","model_pop",6,0,0,2254128.08326825
"57","infection",6,0,0,342.70942995976
"58","mu_S",6,0,0,162.836808556182
"59","mu_I",6,0,0,0.38027285133973
"60","mu_R",6,0,0,906.151735515828
"61","N",7,0,0,2253055.37733873
"62","S",7,0,0,344127.848229614
"63","I",7,0,0,760.40654051108
