"","par_id","mat","row","col","default","current"
"1",0,"logit_Sp",0,0,-1.70474809223843,-1.7272591752106
"2",1,"logit_Ip",0,0,-8.51699317141357,-7.64589717236709
"3",2,"logit_CFP_min",0,0,-4.59511985013459,-5.21095855288079
"4",3,"logit_CFP_max",0,0,-3.66356164612965,-3.16747714191212
"5",4,"log_disp",0,0,1,3.49098128373693
"6",5,"log_CFP_mid",0,0,7.88306935130575,7.83897500032942
"7",6,"log_CFP_rate",0,0,-4.60517018598809,-3.81275031981075
"8",7,"b0",0,0,0,0.987996552923993
"9",8,"log_rbf_beta_sd",0,0,0,-1.84135873631606
"10",9,"log_rbf_fourrier_sd",0,0,0,-4.05808160342261
"11",10,"c",0,0,0,0.105011172068199
"12",11,"c",1,0,0,-0.0260906573816108
"13",12,"c",2,0,0,0.137607922851103
"14",13,"c",3,0,0,-0.0383529928494711
"15",14,"c",4,0,0,-0.0344022258679613
"16",15,"c",5,0,0,0.29836527238658
"17",16,"c",6,0,0,-0.193159072430557
"18",17,"c",7,0,0,0.221789099304536
"19",18,"c",8,0,0,-0.0942045362238257
"20",19,"c",9,0,0,0.0512687279060339
"21",20,"c",10,0,0,-0.0609016409820708
"22",21,"c",11,0,0,0.123570618502183
"23",22,"c",12,0,0,-0.150995256663959
"24",23,"c",13,0,0,0.0217147204165712
"25",24,"c",14,0,0,-0.0614561286375969
"26",25,"c",15,0,0,-0.0693551816116166
"27",26,"c",16,0,0,-0.073726696736912
"28",27,"c",17,0,0,-0.0193073857294256
"29",28,"c",18,0,0,-0.114126218006118
"30",29,"c",19,0,0,-0.0300510211830138
"31",30,"c",20,0,0,-0.0578761133763003
"32",31,"c",21,0,0,-0.0663746489491828
"33",32,"c",22,0,0,-0.212275038481384
"34",33,"c",23,0,0,-0.00693476590702104
"35",34,"c",24,0,0,-0.150760067770921
"36",35,"c",25,0,0,-0.141535852190321
"37",36,"c",26,0,0,-0.119292087138436
"38",37,"c",27,0,0,-0.277370983693401
"39",38,"c",28,0,0,-0.109325958343508
"40",39,"c",29,0,0,-0.29340387360834
"41",40,"c",30,0,0,-0.184080063163613
"42",41,"c",31,0,0,-0.277329952518226
"43",42,"c",32,0,0,-0.0837499099002276
"44",43,"c",33,0,0,-0.216252708379424
"45",44,"c",34,0,0,-0.0794716470397851
"46",45,"c",35,0,0,0.0142994014208885
"47",46,"c",36,0,0,-0.0055044099856272
"48",47,"c",37,0,0,-0.0953428852364624
"49",48,"c",38,0,0,0.344217053136192
"50",49,"c",39,0,0,-0.0140693360788021
"51",50,"c",40,0,0,0.421907367442773
"52",51,"c",41,0,0,0.0589031042759245
"53",52,"c",42,0,0,0.257228745666695
"54",53,"c",43,0,0,0.0633295891807564
"55",54,"c",44,0,0,0.201135778435072
"56",55,"c",45,0,0,0.0108868470006397
"57",56,"c",46,0,0,0.162996852206708
"58",57,"c",47,0,0,0.0564275934413068
"59",58,"c",48,0,0,0.121091266788971
"60",59,"c",49,0,0,-0.0351491878183977
"61",60,"c",50,0,0,0.065676013190489
"62",61,"c",51,0,0,-0.04415219503595
"63",62,"c",52,0,0,-0.0829231279000721
"64",63,"c",53,0,0,0.00914615217777012
"65",64,"c",54,0,0,-0.132917707798826
"66",65,"c",55,0,0,-0.0196661261392364
"67",66,"c",56,0,0,-0.22801175533737
"68",67,"c",57,0,0,0.0112257149861737
"69",68,"c",58,0,0,-0.278475613486643
"70",69,"c",59,0,0,-0.0467911699845509
"71",70,"c",60,0,0,-0.214699265326668
"72",71,"c",61,0,0,-0.201906391654472
"73",72,"c",62,0,0,-0.0951561517391146
"74",73,"c",63,0,0,-0.371939985456899
"75",74,"cos_coeffs_mat",0,0,0,-0.069419184572358
"76",75,"cos_coeffs_mat",1,0,0,-0.0261051915309489
"77",76,"cos_coeffs_mat",2,0,0,-0.0312359554797595
"78",77,"cos_coeffs_mat",3,0,0,-0.0390600833031303
"79",78,"cos_coeffs_mat",4,0,0,-0.0141230836471622
"80",79,"cos_coeffs_mat",5,0,0,-0.0226699548958425
"81",80,"cos_coeffs_mat",6,0,0,-0.033187740520058
"82",81,"cos_coeffs_mat",7,0,0,-0.0279084584645911
"83",82,"cos_coeffs_mat",8,0,0,-0.0113618550466716
"84",83,"cos_coeffs_mat",9,0,0,-0.0185796090104531
"85",84,"cos_coeffs_mat",10,0,0,-0.0464083130273343
"86",85,"cos_coeffs_mat",11,0,0,-0.042075424238631
"87",86,"cos_coeffs_mat",12,0,0,-0.0281927950232242
"88",87,"cos_coeffs_mat",13,0,0,-0.0230237925757811
"89",88,"cos_coeffs_mat",14,0,0,-0.0283802725035875
"90",89,"cos_coeffs_mat",15,0,0,-0.0288317751674595
"91",90,"cos_coeffs_mat",16,0,0,-0.0660414442020586
"92",91,"cos_coeffs_mat",17,0,0,-0.0493044312847911
"93",92,"cos_coeffs_mat",18,0,0,-0.0145341203588725
"94",93,"cos_coeffs_mat",19,0,0,-0.0268011917994305
"95",94,"cos_coeffs_mat",20,0,0,-0.0534623355883828
"96",95,"cos_coeffs_mat",21,0,0,-0.0269563290238066
"97",96,"cos_coeffs_mat",22,0,0,-0.034956951122819
"98",97,"cos_coeffs_mat",23,0,0,-0.0349375166309817
"99",98,"cos_coeffs_mat",24,0,0,-0.040212819098651
"100",99,"cos_coeffs_mat",25,0,0,-0.0166979106376855
"101",100,"cos_coeffs_mat",26,0,0,-0.0270183648873087
"102",101,"cos_coeffs_mat",27,0,0,-0.0328164927533233
"103",102,"cos_coeffs_mat",28,0,0,-0.048707368922264
"104",103,"cos_coeffs_mat",29,0,0,-0.0244399287104727
"105",104,"cos_coeffs_mat",30,0,0,-0.017363218525903
"106",105,"cos_coeffs_mat",31,0,0,-0.0330623237002246
"107",106,"cos_coeffs_mat",32,0,0,-0.00557807408561423
"108",107,"cos_coeffs_mat",33,0,0,-0.0243466282818576
"109",108,"cos_coeffs_mat",34,0,0,-0.0463082606239382
"110",109,"cos_coeffs_mat",35,0,0,-0.025235630914715
"111",110,"cos_coeffs_mat",36,0,0,-0.0107264033584085
"112",111,"cos_coeffs_mat",37,0,0,-0.00998792932697245
"113",112,"cos_coeffs_mat",38,0,0,0.00520565278780163
"114",113,"cos_coeffs_mat",39,0,0,-0.000150461165670364
"115",114,"cos_coeffs_mat",40,0,0,-0.0250673703083406
"116",115,"cos_coeffs_mat",41,0,0,-0.0179256564674892
"117",116,"cos_coeffs_mat",42,0,0,0.0126592531862811
"118",117,"cos_coeffs_mat",43,0,0,0.0067788801710709
"119",118,"cos_coeffs_mat",44,0,0,-0.0156308817217829
"120",119,"cos_coeffs_mat",45,0,0,-0.00804062059616697
"121",120,"cos_coeffs_mat",46,0,0,-0.0116101813682907
"122",121,"cos_coeffs_mat",47,0,0,-0.0158285115909176
"123",122,"cos_coeffs_mat",48,0,0,0.00656805108460566
"124",123,"cos_coeffs_mat",49,0,0,0.00731123414257097
"125",124,"cos_coeffs_mat",50,0,0,-0.00871303122035942
"126",125,"cos_coeffs_mat",51,0,0,-0.0137466176739938
"127",126,"cos_coeffs_mat",52,0,0,-0.00982501473751891
"128",127,"cos_coeffs_mat",53,0,0,-0.0195362373068356
"129",128,"cos_coeffs_mat",54,0,0,-0.0322268304442429
"130",129,"cos_coeffs_mat",55,0,0,-0.0264765912014792
"131",130,"cos_coeffs_mat",56,0,0,-0.00909936579254442
"132",131,"cos_coeffs_mat",57,0,0,-0.0040248493381868
"133",132,"cos_coeffs_mat",58,0,0,-0.00705202875978718
"134",133,"cos_coeffs_mat",59,0,0,-0.016142790997217
"135",134,"cos_coeffs_mat",60,0,0,-0.0182345749036724
"136",135,"cos_coeffs_mat",61,0,0,-0.0117002720060825
"137",136,"cos_coeffs_mat",62,0,0,-0.0166645152353456
"138",137,"cos_coeffs_mat",63,0,0,-0.0188702626359123
"139",138,"cos_coeffs_mat",0,1,0,-0.0230964079600575
"140",139,"cos_coeffs_mat",1,1,0,-0.0128796175802895
"141",140,"cos_coeffs_mat",2,1,0,0.00109649965875499
"142",141,"cos_coeffs_mat",3,1,0,0.00452228995315843
"143",142,"cos_coeffs_mat",4,1,0,0.0179082619417114
"144",143,"cos_coeffs_mat",5,1,0,0.0272681813335061
"145",144,"cos_coeffs_mat",6,1,0,0.0153674881380366
"146",145,"cos_coeffs_mat",7,1,0,0.00482473987988458
"147",146,"cos_coeffs_mat",8,1,0,-0.00578517554742872
"148",147,"cos_coeffs_mat",9,1,0,-0.0143254475932385
"149",148,"cos_coeffs_mat",10,1,0,-0.0212828908019443
"150",149,"cos_coeffs_mat",11,1,0,-0.0277654620713547
"151",150,"cos_coeffs_mat",12,1,0,-0.0316783303487054
"152",151,"cos_coeffs_mat",13,1,0,-0.0349810787195719
"153",152,"cos_coeffs_mat",14,1,0,-0.0260454100383381
"154",153,"cos_coeffs_mat",15,1,0,0.00390243800814552
"155",154,"cos_coeffs_mat",16,1,0,0.00846453821849872
"156",155,"cos_coeffs_mat",17,1,0,-0.0056504418433317
"157",156,"cos_coeffs_mat",18,1,0,-0.000574770375866279
"158",157,"cos_coeffs_mat",19,1,0,0.00569743327070247
"159",158,"cos_coeffs_mat",20,1,0,-0.0077985034558656
"160",159,"cos_coeffs_mat",21,1,0,-0.0120848714927102
"161",160,"cos_coeffs_mat",22,1,0,0.00512555333118478
"162",161,"cos_coeffs_mat",23,1,0,0.0173412766360257
"163",162,"cos_coeffs_mat",24,1,0,0.0175432604696998
"164",163,"cos_coeffs_mat",25,1,0,0.00735365200256263
"165",164,"cos_coeffs_mat",26,1,0,0.00421259237880413
"166",165,"cos_coeffs_mat",27,1,0,0.0243827231212168
"167",166,"cos_coeffs_mat",28,1,0,0.0246164352713348
"168",167,"cos_coeffs_mat",29,1,0,-0.00175790834740303
"169",168,"cos_coeffs_mat",30,1,0,0.00520378023213873
"170",169,"cos_coeffs_mat",31,1,0,0.0134328598335124
"171",170,"cos_coeffs_mat",32,1,0,0.00371709788174586
"172",171,"cos_coeffs_mat",33,1,0,0.0117076060669614
"173",172,"cos_coeffs_mat",34,1,0,0.0206349826756346
"174",173,"cos_coeffs_mat",35,1,0,0.0120028762716547
"175",174,"cos_coeffs_mat",36,1,0,0.00257954015453067
"176",175,"cos_coeffs_mat",37,1,0,0.00611350260772917
"177",176,"cos_coeffs_mat",38,1,0,0.00233996832695026
"178",177,"cos_coeffs_mat",39,1,0,-0.00759998317680227
"179",178,"cos_coeffs_mat",40,1,0,0.00660746944112458
"180",179,"cos_coeffs_mat",41,1,0,0.018748064655925
"181",180,"cos_coeffs_mat",42,1,0,0.00877555646509058
"182",181,"cos_coeffs_mat",43,1,0,-0.00669764342646595
"183",182,"cos_coeffs_mat",44,1,0,-0.00244481858835812
"184",183,"cos_coeffs_mat",45,1,0,0.013662577662275
"185",184,"cos_coeffs_mat",46,1,0,0.0163633744955377
"186",185,"cos_coeffs_mat",47,1,0,0.00853385058516236
"187",186,"cos_coeffs_mat",48,1,0,0.00281053235280683
"188",187,"cos_coeffs_mat",49,1,0,-0.00123043033208916
"189",188,"cos_coeffs_mat",50,1,0,0.0014691736652698
"190",189,"cos_coeffs_mat",51,1,0,0.00944424265705028
"191",190,"cos_coeffs_mat",52,1,0,0.0088760061530412
"192",191,"cos_coeffs_mat",53,1,0,0.00609381405352052
"193",192,"cos_coeffs_mat",54,1,0,0.00466348653810324
"194",193,"cos_coeffs_mat",55,1,0,0.000774378707550642
"195",194,"cos_coeffs_mat",56,1,0,0.00081628324403009
"196",195,"cos_coeffs_mat",57,1,0,0.00403941940144064
"197",196,"cos_coeffs_mat",58,1,0,-0.00188016923957852
"198",197,"cos_coeffs_mat",59,1,0,-0.00350402741331548
"199",198,"cos_coeffs_mat",60,1,0,0.00488620316447743
"200",199,"cos_coeffs_mat",61,1,0,0.00115559223896052
"201",200,"cos_coeffs_mat",62,1,0,-0.00659588615918604
"202",201,"cos_coeffs_mat",63,1,0,-0.00345956610379768
"203",202,"cos_coeffs_mat",0,2,0,0.00102449504972437
"204",203,"cos_coeffs_mat",1,2,0,0.010686577070253
"205",204,"cos_coeffs_mat",2,2,0,0.0176543720565332
"206",205,"cos_coeffs_mat",3,2,0,0.00659581451934936
"207",206,"cos_coeffs_mat",4,2,0,-0.00507492194812146
"208",207,"cos_coeffs_mat",5,2,0,-4.46809562575846e-06
"209",208,"cos_coeffs_mat",6,2,0,-0.00152317732829194
"210",209,"cos_coeffs_mat",7,2,0,-0.0155442601524236
"211",210,"cos_coeffs_mat",8,2,0,-0.020897806848318
"212",211,"cos_coeffs_mat",9,2,0,-0.00752040417322957
"213",212,"cos_coeffs_mat",10,2,0,0.000859932502267309
"214",213,"cos_coeffs_mat",11,2,0,0.00586336310403444
"215",214,"cos_coeffs_mat",12,2,0,0.0170228176297842
"216",215,"cos_coeffs_mat",13,2,0,0.0144918692027705
"217",216,"cos_coeffs_mat",14,2,0,0.00795430247597719
"218",217,"cos_coeffs_mat",15,2,0,0.00263488564772615
"219",218,"cos_coeffs_mat",16,2,0,-0.00602391409000012
"220",219,"cos_coeffs_mat",17,2,0,-0.00639247483763015
"221",220,"cos_coeffs_mat",18,2,0,-0.0036794242568219
"222",221,"cos_coeffs_mat",19,2,0,0.00093236371916941
"223",222,"cos_coeffs_mat",20,2,0,0.0128026579234705
"224",223,"cos_coeffs_mat",21,2,0,0.00431461154353708
"225",224,"cos_coeffs_mat",22,2,0,-0.00826855056407834
"226",225,"cos_coeffs_mat",23,2,0,-0.00875520331394679
"227",226,"cos_coeffs_mat",24,2,0,-0.00673344062843551
"228",227,"cos_coeffs_mat",25,2,0,-0.00765351665250483
"229",228,"cos_coeffs_mat",26,2,0,-0.00910588653085005
"230",229,"cos_coeffs_mat",27,2,0,-0.00535379801832418
"231",230,"cos_coeffs_mat",28,2,0,0.00290656477230598
"232",231,"cos_coeffs_mat",29,2,0,0.00731095506104615
"233",232,"cos_coeffs_mat",30,2,0,-0.00418226090496217
"234",233,"cos_coeffs_mat",31,2,0,-0.0126132086524621
"235",234,"cos_coeffs_mat",32,2,0,-0.0064643688882637
"236",235,"cos_coeffs_mat",33,2,0,-0.0076290885668854
"237",236,"cos_coeffs_mat",34,2,0,-0.0097215658969698
"238",237,"cos_coeffs_mat",35,2,0,-0.00191986432905182
"239",238,"cos_coeffs_mat",36,2,0,0.00486133449001525
"240",239,"cos_coeffs_mat",37,2,0,0.00608571716040425
"241",240,"cos_coeffs_mat",38,2,0,0.00697064777601674
"242",241,"cos_coeffs_mat",39,2,0,0.00267423529654897
"243",242,"cos_coeffs_mat",40,2,0,-7.38677256877977e-05
"244",243,"cos_coeffs_mat",41,2,0,-0.00214540855994882
"245",244,"cos_coeffs_mat",42,2,0,-0.00228203442451084
"246",245,"cos_coeffs_mat",43,2,0,0.00252438859250418
"247",246,"cos_coeffs_mat",44,2,0,0.00274739332046666
"248",247,"cos_coeffs_mat",45,2,0,-0.00153357866190138
"249",248,"cos_coeffs_mat",46,2,0,-0.00568159880041773
"250",249,"cos_coeffs_mat",47,2,0,-0.00609589247054878
"251",250,"cos_coeffs_mat",48,2,0,-0.0057863088261064
"252",251,"cos_coeffs_mat",49,2,0,-0.000315631589252547
"253",252,"cos_coeffs_mat",50,2,0,0.00684628067030931
"254",253,"cos_coeffs_mat",51,2,0,0.00507182946367637
"255",254,"cos_coeffs_mat",52,2,0,-0.00333117385183086
"256",255,"cos_coeffs_mat",53,2,0,-0.00960497793474837
"257",256,"cos_coeffs_mat",54,2,0,-0.00552710125682692
"258",257,"cos_coeffs_mat",55,2,0,0.00229170316701463
"259",258,"cos_coeffs_mat",56,2,0,0.00466645093883373
"260",259,"cos_coeffs_mat",57,2,0,0.0017660347638873
"261",260,"cos_coeffs_mat",58,2,0,-0.00266299318669108
"262",261,"cos_coeffs_mat",59,2,0,-0.00356592983118913
