"","par_id","mat","row","col","default","current"
"1",0,"logit_Sp",0,0,-1.70474809223843,-2.39236943933463
"2",1,"logit_Ip",0,0,-8.51699317141357,-7.85690129637121
"3",2,"logit_CFP_min",0,0,-4.59511985013459,-4.24494726897642
"4",3,"logit_CFP_max",0,0,-3.66356164612965,-3.12717082225435
"5",4,"log_disp",0,0,1,3.09345986931209
"6",5,"log_disp_cases",0,0,1,3.55854695314152
"7",6,"log_CFP_mid",0,0,8.01549247542725,7.85016773040565
"8",7,"log_CFP_rate",0,0,-4.60517018598809,-2.99958031024128
"9",8,"b0",0,0,0,2.08897750440195
"10",9,"c",0,0,0,-0.170449127415138
"11",10,"c",1,0,0,-0.413915214713686
"12",11,"c",2,0,0,0.188082479409899
"13",12,"c",3,0,0,-0.878613936898445
"14",13,"c",4,0,0,0.301238368537183
"15",14,"c",5,0,0,-0.718183783399692
"16",15,"c",6,0,0,-0.141160378836623
"17",16,"c",7,0,0,-0.429815641395571
"18",17,"c",8,0,0,-0.479536458987101
"19",18,"c",9,0,0,-0.323245342380664
"20",19,"c",10,0,0,-0.420696729118918
"21",20,"c",11,0,0,-0.560607916177285
"22",21,"c",12,0,0,-0.344015260575563
"23",22,"c",13,0,0,-0.588396988362488
"24",23,"c",14,0,0,-0.436760679556388
"25",24,"c",15,0,0,-0.490491857705205
"26",25,"c",16,0,0,-0.520777225472032
"27",26,"c",17,0,0,-0.494769783728498
"28",27,"c",18,0,0,-0.440377082909703
"29",28,"c",19,0,0,-0.703066163351795
"30",29,"c",20,0,0,-0.42642424030781
"31",30,"c",21,0,0,-0.629232659029019
"32",31,"c",22,0,0,-0.578053748993578
"33",32,"c",23,0,0,-0.603979998138703
"34",33,"c",24,0,0,-0.749804540491076
"35",34,"c",25,0,0,-0.515531790203797
"36",35,"c",26,0,0,-0.890574840506468
"37",36,"c",27,0,0,-0.496255191819397
"38",37,"c",28,0,0,-0.868296454154363
"39",38,"c",29,0,0,-0.567535708825923
"40",39,"c",30,0,0,-0.776461007020572
"41",40,"c",31,0,0,-0.708944716228491
"42",41,"c",32,0,0,-0.690207925889288
"43",42,"c",33,0,0,-0.771303036676536
"44",43,"c",34,0,0,-0.699746452830474
"45",44,"c",35,0,0,-0.738513569724819
"46",45,"c",36,0,0,-0.799375423238126
"47",46,"c",37,0,0,-0.706337854731115
"48",47,"c",38,0,0,-0.872112181491102
"49",48,"c",39,0,0,-0.737580895052971
"50",49,"c",40,0,0,-0.855880497182777
"51",50,"c",41,0,0,-0.808277405072398
"52",51,"c",42,0,0,-0.87444337045248
"53",52,"c",43,0,0,-0.840290517990131
"54",53,"c",44,0,0,-0.816785272218206
"55",54,"c",45,0,0,-0.93539107300469
"56",55,"c",46,0,0,-0.857286512200684
"57",56,"c",47,0,0,-0.860003499547723
"58",57,"c",48,0,0,-0.869056942472213
"59",58,"c",49,0,0,-0.992670289174847
"60",59,"c",50,0,0,-0.75055142574778
"61",60,"c",51,0,0,-1.08369430187359
"62",61,"c",52,0,0,-0.696882634637419
"63",62,"c",53,0,0,-1.14841920736278
"64",63,"c",54,0,0,-0.671331968355851
"65",64,"c",55,0,0,-1.13369809522867
"66",65,"c",56,0,0,-0.749479157967707
"67",66,"c",57,0,0,-1.05679919352269
"68",67,"c",58,0,0,-0.810119736222567
"69",68,"c",59,0,0,-1.0554124636813
"70",69,"c",60,0,0,-0.738826559749468
"71",70,"c",61,0,0,-1.23473263513839
"72",71,"c",62,0,0,-0.425952292837897
"73",72,"c",63,0,0,-1.75715415429801
"74",73,"cos_coeffs_mat",0,0,0,-0.326607741391048
"75",74,"cos_coeffs_mat",1,0,0,0.267674644307073
"76",75,"cos_coeffs_mat",2,0,0,-0.265430804250625
"77",76,"cos_coeffs_mat",3,0,0,0.104796893105288
"78",77,"cos_coeffs_mat",4,0,0,-0.107863321391097
"79",78,"cos_coeffs_mat",5,0,0,0.0817137958969824
"80",79,"cos_coeffs_mat",6,0,0,-0.177626509377196
"81",80,"cos_coeffs_mat",7,0,0,0.13682550857935
"82",81,"cos_coeffs_mat",8,0,0,-0.140525626117265
"83",82,"cos_coeffs_mat",9,0,0,0.0494644716698013
