2 1 0 13.36 0.1 0 -1.23759 -3.49312 -1.23759 -3.49312 0 0 0 0 
1 1 0 13.3601 0.1 3.75829 -1.23759 -3.49313 -1.23759 -3.49313 -0.0671237 0.662183 -0.0671237 -0.662183 
1 1 0 13.3601 0.1 3.75828 -1.23759 -3.49313 -1.23759 -3.49313 -0.0671276 0.662181 -0.0671276 -0.662181 
1 1 0 13.3602 0.1 3.75825 -1.2376 -3.49315 -1.2376 -3.49315 -0.0671357 0.662177 -0.0671357 -0.662177 
1 1 0 13.3605 0.1 3.7582 -1.23761 -3.49317 -1.23761 -3.49317 -0.0671517 0.662171 -0.0671517 -0.662171 
1 1 0 13.361 0.1 3.75808 -1.23763 -3.49323 -1.23763 -3.49323 -0.0671839 0.662157 -0.0671839 -0.662157 
1 1 0 13.3619 0.1 3.75786 -1.23767 -3.49333 -1.23767 -3.49333 -0.067248 0.662129 -0.067248 -0.662129 
1 1 0 13.3638 0.1 3.75741 -1.23776 -3.49355 -1.23776 -3.49355 -0.067376 0.662074 -0.067376 -0.662074 
1 1 0 13.3658 0.1 3.75694 -1.23786 -3.49377 -1.23786 -3.49377 -0.067509 0.662016 -0.067509 -0.662016 
1 1 0 13.3678 0.1 3.75648 -1.23795 -3.49399 -1.23795 -3.49399 -0.0676416 0.661958 -0.0676416 -0.661958 
1 1 0 13.3698 0.1 3.75601 -1.23804 -3.49422 -1.23804 -3.49422 -0.0677738 0.6619 -0.0677738 -0.6619 
1 1 0 13.3718 0.1 3.75555 -1.23813 -3.49444 -1.23813 -3.49444 -0.0679057 0.661843 -0.0679057 -0.661843 
1 1 0 13.3737 0.1 3.75509 -1.23823 -3.49466 -1.23823 -3.49466 -0.0680372 0.661785 -0.0680372 -0.661785 
1 1 0 13.3757 0.1 3.75463 -1.23832 -3.49488 -1.23832 -3.49488 -0.0681683 0.661727 -0.0681683 -0.661727 
1 1 0 13.3777 0.1 3.75417 -1.23841 -3.49511 -1.23841 -3.49511 -0.0682991 0.66167 -0.0682991 -0.66167 
1 1 0 13.3797 0.1 3.75371 -1.2385 -3.49533 -1.2385 -3.49533 -0.0684295 0.661612 -0.0684295 -0.661612 
1 1 0 13.3817 0.1 3.75326 -1.2386 -3.49555 -1.2386 -3.49555 -0.0685595 0.661554 -0.0685595 -0.661554 
1 1 0 13.3837 0.1 3.7528 -1.23869 -3.49578 -1.23869 -3.49578 -0.0686891 0.661497 -0.0686891 -0.661497 
1 1 0 13.3857 0.1 3.75235 -1.23878 -3.496 -1.23878 -3.496 -0.0688184 0.661439 -0.0688184 -0.661439 
1 1 0 13.3876 0.1 3.7519 -1.23887 -3.49622 -1.23887 -3.49622 -0.0689473 0.661381 -0.0689473 -0.661381 
1 1 0 13.3896 0.1 3.75145 -1.23897 -3.49645 -1.23897 -3.49645 -0.0690758 0.661324 -0.0690758 -0.661324 
1 1 0 13.3916 0.1 3.751 -1.23906 -3.49667 -1.23906 -3.49667 -0.0692039 0.661266 -0.0692039 -0.661266 
1 1 0 13.3936 0.1 3.75055 -1.23915 -3.49689 -1.23915 -3.49689 -0.0693317 0.661209 -0.0693317 -0.661209 
1 1 0 13.3956 0.1 3.7501 -1.23924 -3.49712 -1.23924 -3.49712 -0.0694591 0.661151 -0.0694591 -0.661151 
1 1 0 13.3976 0.1 3.74966 -1.23933 -3.49734 -1.23933 -3.49734 -0.0695861 0.661094 -0.0695861 -0.661094 
1 1 0 13.3995 0.1 3.74921 -1.23943 -3.49757 -1.23943 -3.49757 -0.0697128 0.661036 -0.0697128 -0.661036 
1 1 0 13.4015 0.1 3.74877 -1.23952 -3.49779 -1.23952 -3.49779 -0.0698391 0.660979 -0.0698391 -0.660979 
1 1 0 13.4035 0.1 3.74833 -1.23961 -3.49801 -1.23961 -3.49801 -0.069965 0.660921 -0.069965 -0.660921 
1 1 0 13.4055 0.1 3.74789 -1.2397 -3.49824 -1.2397 -3.49824 -0.0700906 0.660863 -0.0700906 -0.660863 
1 1 0 13.4075 0.1 3.74745 -1.2398 -3.49846 -1.2398 -3.49846 -0.0702158 0.660806 -0.0702158 -0.660806 
1 1 0 13.4095 0.1 3.74701 -1.23989 -3.49868 -1.23989 -3.49868 -0.0703406 0.660749 -0.0703406 -0.660749 
1 1 0 13.4115 0.1 3.74657 -1.23998 -3.49891 -1.23998 -3.49891 -0.070465 0.660691 -0.070465 -0.660691 
1 1 0 13.4134 0.1 3.74614 -1.24007 -3.49913 -1.24007 -3.49913 -0.0705891 0.660634 -0.0705891 -0.660634 
1 1 0 13.4154 0.1 3.7457 -1.24016 -3.49936 -1.24016 -3.49936 -0.0707128 0.660576 -0.0707128 -0.660576 
1 1 0 13.4174 0.1 3.74527 -1.24026 -3.49958 -1.24026 -3.49958 -0.0708361 0.660519 -0.0708361 -0.660519 
1 1 0 13.4194 0.1 3.74484 -1.24035 -3.49981 -1.24035 -3.49981 -0.0709591 0.660462 -0.0709591 -0.660462 
1 1 0 13.4214 0.1 3.74441 -1.24044 -3.50003 -1.24044 -3.50003 -0.0710817 0.660404 -0.0710817 -0.660404 
1 1 0 13.4234 0.1 3.74398 -1.24053 -3.50025 -1.24053 -3.50025 -0.071204 0.660347 -0.071204 -0.660347 
1 1 0 13.4254 0.1 3.74355 -1.24062 -3.50048 -1.24062 -3.50048 -0.0713258 0.660289 -0.0713258 -0.660289 
1 1 0 13.4273 0.1 3.74313 -1.24072 -3.5007 -1.24072 -3.5007 -0.0714473 0.660232 -0.0714473 -0.660232 
