2 1 0 6.57 0.118618 0 -0.755808 -4.15293 -0.755808 -4.15293 -0.028596 0.718396 -0.028596 -0.718396 
1 1 0 6.56995 0.118618 3.11286 -0.755805 -4.15291 -0.755805 -4.15291 -0.310925 0.647517 -0.310925 -0.647517 
1 1 0 6.5699 0.118618 3.11293 -0.755803 -4.15289 -0.755803 -4.15289 -0.310896 0.647533 -0.310896 -0.647533 
1 1 0 6.56984 0.118618 3.11304 -0.7558 -4.15286 -0.7558 -4.15286 -0.310851 0.647557 -0.310851 -0.647557 
1 1 0 6.56975 0.118618 3.1132 -0.755795 -4.15282 -0.755795 -4.15282 -0.310784 0.647593 -0.310784 -0.647593 
1 1 0 6.56961 0.118618 3.11344 -0.755787 -4.15276 -0.755787 -4.15276 -0.310684 0.647647 -0.310684 -0.647647 
1 1 0 6.56941 0.118618 3.11381 -0.755776 -4.15266 -0.755776 -4.15266 -0.310534 0.647728 -0.310534 -0.647728 
1 1 0 6.56909 0.118618 3.11436 -0.755759 -4.15252 -0.755759 -4.15252 -0.310309 0.647849 -0.310309 -0.647849 
1 1 0 6.56863 0.118618 3.11518 -0.755733 -4.15231 -0.755733 -4.15231 -0.30997 0.648031 -0.30997 -0.648031 
1 1 0 6.56793 0.118618 3.11642 -0.755695 -4.152 -0.755695 -4.152 -0.309462 0.648303 -0.309462 -0.648303 
1 1 0 6.56688 0.118618 3.11828 -0.755637 -4.15152 -0.755637 -4.15152 -0.3087 0.648711 -0.3087 -0.648711 
1 1 0 6.5653 0.118618 3.12108 -0.755551 -4.15081 -0.755551 -4.15081 -0.307555 0.649321 -0.307555 -0.649321 
1 1 0 6.56357 0.118618 3.12416 -0.755456 -4.15003 -0.755456 -4.15003 -0.306294 0.649991 -0.306294 -0.649991 
1 1 0 6.56167 0.118618 3.12755 -0.755351 -4.14916 -0.755351 -4.14916 -0.304904 0.650724 -0.304904 -0.650724 
1 1 0 6.55957 0.118618 3.1313 -0.755236 -4.14821 -0.755236 -4.14821 -0.303372 0.651529 -0.303372 -0.651529 
1 1 0 6.55727 0.118618 3.13544 -0.75511 -4.14717 -0.75511 -4.14717 -0.301683 0.652409 -0.301683 -0.652409 
1 1 0 6.55474 0.118618 3.14 -0.75497 -4.14602 -0.75497 -4.14602 -0.299822 0.653374 -0.299822 -0.653374 
1 1 0 6.55195 0.118618 3.14505 -0.754817 -4.14475 -0.754817 -4.14475 -0.297769 0.65443 -0.297769 -0.65443 
1 1 0 6.54888 0.118618 3.15061 -0.754648 -4.14336 -0.754648 -4.14336 -0.295504 0.655585 -0.295504 -0.655585 
1 1 0 6.54551 0.118618 3.15677 -0.754463 -4.14183 -0.754463 -4.14183 -0.293006 0.656846 -0.293006 -0.656846 
1 1 0 6.54181 0.118618 3.16357 -0.754259 -4.14014 -0.754259 -4.14014 -0.290248 0.658225 -0.290248 -0.658225 
1 1 0 6.53773 0.118618 3.1711 -0.754034 -4.13828 -0.754034 -4.13828 -0.287203 0.65973 -0.287203 -0.65973 
